IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,,,Community,http://www.w3.org/2002/07/owl#Thing,,,,,,,,SCORE S. mansoni Cluster Randomized Trial | WASH Benefits Kenya Cluster Randomized Trial | SCORE Rwanda | SCORE Mozambique Cluster Randomized Trial | SHINE | UMSP aggregated | GAMIN RCT | SCORE Niger Cluster Randomized Trial | Jilinde_retrospective_survey | WASHb BNG Cluster Randomized Trial | SCORE Sm Cohort | LLINEUP2 | SCORE Burundi | Namibia_RACD_rfMDA_RAVC | BetterBirth | LLINE UP Cluster Randomized Trial | Preventing Congenital Syphilis | mordor | SCORE Seasonal | SCORE Five Country | SCORE Zanzibar,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044172,Cluster-level anemia prevalence (hemoglobin <11 g/dL),,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,,,,,,,LLINE UP Cluster Randomized Trial,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044170,Cluster-level mean female Anopheles,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,,,,,,,LLINE UP Cluster Randomized Trial,EUPATH_0044173,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044174,Cluster-level parasite prevalence,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,,,,,,,LLINE UP Cluster Randomized Trial,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044171,Cluster-level parasite prevalence categorization,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,,,,,,,LLINE UP Cluster Randomized Trial,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0061205,Birth attendant age,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0061762,Birth attendant characteristics,,,,,,,BetterBirth,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0061206,Birth attendant did Skilled Birth Attendant training,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0061762,Birth attendant characteristics,,,,,,,BetterBirth,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0061207,Birth attendant education level,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0061762,Birth attendant characteristics,,,,,,,BetterBirth,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0061208,Birth attendant experience,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0061762,Birth attendant characteristics,,,,,,,BetterBirth,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0061209,Birth attendant nurse training,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0061762,Birth attendant characteristics,,,,,,,BetterBirth,,,,,,,,,,
