IRI,label,parentLabel,parentIRI
http://purl.obolibrary.org/obo/EUPATH_1000001,adverse_event,,
http://purl.obolibrary.org/obo/EUPATH_1000002,Diarrheal illness,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0001369,Respiratory illness,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/EUPATH_1000003,Febrile illness,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0004331,Malnutrition,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/EUPATH_1000004,Inguinal hernia,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000306,Convulsion,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000549,Cyanosis,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000034,Lethargy,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000618,Sepsis,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000347,Respiratory distress,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/EUPATH_1000005,5% scald over chest contact with hot water  ,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0002428,Burn (Hot water) ,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/EUPATH_1000006,AGE with some dehydration ,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/EUPATH_1000007,AWD with malnutrition,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/EUPATH_1000008,"Shigellosis, unspecified",adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000616,Diarrhea,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000361,Fever,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0002121,Redness,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000556,Swelling,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0000601,Vomiting,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
http://purl.obolibrary.org/obo/OAE_0001917,Loose stools,adverse_event,http://purl.obolibrary.org/obo/EUPATH_1000001
