entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/PCO_0000024,Household,,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,,Administrative information
http://purl.obolibrary.org/obo/EUPATH_0015001,Bicycle or rickshaw,,Assets
http://purl.obolibrary.org/obo/EUPATH_0000179,Boat with a motor,,Assets
http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,,Assets
http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,,Assets
http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,,Assets
http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,,Assets
http://purl.obolibrary.org/obo/ENVO_01000577,Radio,,Assets
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,,Assets
http://purl.obolibrary.org/obo/ENVO_01000580,Telephone (mobile or non-mobile),,Assets
http://purl.obolibrary.org/obo/ENVO_01000579,Television,,Assets
http://purl.obolibrary.org/obo/EUPATH_0015497,Costs too much money,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015498,Flood,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015499,Heavy rain,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015500,Lack of childcare,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015501,Lack of transport,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015505,Never a problem,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015504,Other,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015502,Political unrest,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015503,Temporary relocation,,Barriers to physical access to care
http://purl.obolibrary.org/obo/EUPATH_0015600,Amount earnings lost due to care,,Caretaker income lost  for previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015602,Amount other lost earnings,,Caretaker income lost  for previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015603,Income days lost while seeking care,,Caretaker income lost  for previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015599,Lost earnings due to care,,Caretaker income lost  for previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015604,Other caregivers income days lost while seeking care,,Caretaker income lost  for previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015601,Other lost earnings,,Caretaker income lost  for previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015606,Blood in stool,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015607,Coma/loss of consciousness,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015608,Decreased urination,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015609,Diarrhea and vomiting,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015610,Diarrhea with dehydration,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015611,Diarrhea with fever,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015612,Diarrhea with sunken eyes,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015613,Diarrhea with wrinkled skin,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015614,Dry mouth,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015615,Frequent loose stools (7-10 per day),,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015616,Frequent loose stools (>10 per day),,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015617,Frequent loose stools (>6 per day),,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015618,Lethargy,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015619,Mucus/pus in stool,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://purl.obolibrary.org/obo/EUPATH_0015620,Rice/watery stool,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness
http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,Demographics
http://purl.obolibrary.org/obo/EUPATH_0030005,Birth year,,Demographics
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Demographics
http://purl.obolibrary.org/obo/EUPATH_0015670,Homemade fluid,,Diarrhea treament
http://purl.obolibrary.org/obo/EUPATH_0015671,Intravenous fluids,,Diarrhea treament
http://purl.obolibrary.org/obo/EUPATH_0015672,None prescribed or taken,,Diarrhea treament
http://purl.obolibrary.org/obo/EUPATH_0015673,ORALITE or ORS,,Diarrhea treament
http://purl.obolibrary.org/obo/EUPATH_0015559,Antibiotics,,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015557,Don't know,,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015140,Intravenous fluids,,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015558,Medicine by injection,,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015139,ORALITE or ORS,,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015560,Other treatment,,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015155,Zinc,,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015692,Antibiotics,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015693,Any other liquids,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015694,Home remedy or herbal medication,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015695,Homemade fluid,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015696,No special remedies given,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015697,ORALITE or ORS,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015698,Other treatment,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015699,Special milk or infant formula,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015700,Zinc,,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0010241,Amount offered to drink during diarrheal episode,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010177,Amount offered to eat during diarrheal episode,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015518,Child currently having diarrhea,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015519,Child days since diarrhea,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015507,Diarrhea in past 2 weeks,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010238,Diarrheal episode duration (days),,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010240,Max loose stools per day,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015508,Moderate to severe diarrhea in past 2 weeks,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015555,Offered less to drink during diarrheal episode,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015556,Offered less to eat during diarrheal episode,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010353,Outcome of diarrheal illness,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015659,Does ORS work well to treat diarrhea,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015665,If vaccine available against illness for child would you use,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015634,Known child who died due to illness prior to 5th birthday,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015642,Known way to prevent child from illness,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015662,Perceived highest cost diarrhea,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015661,Perceived least dangerous diarrhea,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015663,Perceived lowest cost diarrhea,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015660,Perceived most dangerous diarrhea,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015664,Perceived vaccines important,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015632,Percieved most common diarrheal illness in children <60m in community,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015646,Proposed way to prevent child from illness,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015655,Treatment works well for illness,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015638,Worry child will get illness prior to 5th birthday,,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0000025,Sleeping rooms in dwelling,,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0010420,Consent for enrollment given,,Eligibility criteria
http://purl.obolibrary.org/obo/OBI_0001627,Country,,Geographic location
http://purl.obolibrary.org/obo/EUPATH_0015605,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,Health care attitudes
http://purl.obolibrary.org/obo/EUPATH_0015621,Likely to visit health center by doctor/nurse recommendation,,Health care attitudes
http://purl.obolibrary.org/obo/EUPATH_0015622,Reason would not agree to seek care per provider recommendation,,Health care attitudes
http://purl.obolibrary.org/obo/EUPATH_0015623,Seek health center care,,Health care attitudes
http://purl.obolibrary.org/obo/EUPATH_0010159,1st choice facility SHC,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010157,1st choice facility code,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010155,1st choice hospital or health center,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010165,2nd choice facility SHC,,Hospital Center
