IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,mordor_mortality_public::treatment.group,4,mordor_mortality_public,Treatment group,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Treatment group,,variable,yes,,,mordor,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050008,Cumulative person-time,mordor_mortality_public::person.time,5,mordor_mortality_public,Person time contributed by the child,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Person time contributed by the child,,variable,yes,yes,yes,mordor,,person-day,http://purl.obolibrary.org/obo/EUPATH_0050013,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050009,Census interval,mordor_mortality_public::phase,3,mordor_mortality_public,Inter-census interval number,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Inter-census interval number,,variable,yes,yes,yes,mordor,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050011,Census timepoint,mordor_mortality_public::timepoint,2,,Timepoint: beginning of census interval or end of census interval,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,yes,,,mordor,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050012,Trial phase,mordor_mortality_public::trialstage,1,mordor_mortality_public,"MORDOR I is phase 1-4, MORDOR II is 5-6 and MORDOR III is phase 7-10.",Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,yes,yes,yes,,,,,yes,,,,,,
http://purl.obolibrary.org/obo/IAO_0000414,Weight,mordor_mortality_public::weight,1,mordor_mortality_public,Child weight at beginning census,Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child weight at beginning census,,variable,yes,,,mordor,,kg,http://purl.obolibrary.org/obo/UO_0000009,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,,2,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,1,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044124,Cluster study arm,mordor_mortality_public::treatment.group,2,mordor_mortality_public,Cluster treatment group,Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Treatment group,,"variable, derived",yes,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050010,Cluster trial phase,mordor_mortality_public::trialstage,1,,"MORDOR I is phase 1-4, MORDOR II is 5-6.",Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,,,"variable,derived",yes,,,mordor,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000150,Death date,mordor_mortality_public::death.date,2,mordor_mortality_public,Death date,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Death date,YYYY-MM-DD,variable,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000667,Died,mordor_mortality_public::mort,1,mordor_mortality_public,"Indicator of child mortality, recorded at end census",Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,"Indicator of child mortality, recorded at end census",,variable,yes,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,,3,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,category,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001169,Age,mordor_mortality_public::age,1,mordor_mortality_public,Child age at beginning census,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Child age at beginning census,,variable,yes,yes,yes,mordor,,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,mordor_mortality_public::gender,2,mordor_mortality_public,Child gender,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Child gender,,variable,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0021094,Study site,mordor_mortality_public::csi,1,mordor_mortality_public,CSI of study area,Community,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,CSI of study area,,variable,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050002,District in Niger,mordor_mortality_public::district,2,mordor_mortality_public,District of study area,Community,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,District of study area,,variable,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,,2,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,1,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,3,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,,5,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,4,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050007,Moved during census interval,mordor_mortality_public::moved,1,mordor_mortality_public,Indicator of whether the child moved during the inter-census interval,Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,"Indicator of whether the child moved during the inter-census interval, recorded at end census",,variable,yes,,,mordor,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049242,Dose volume,mordor_mortality_public::dose,1,mordor_mortality_public,Treatment dose at beginning census,Participant,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Treatment dose at beginning census,,category,yes,,,mordor,,mL,http://purl.obolibrary.org/obo/UO_0000098,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,Participant,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,mordor,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,,,Community,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,mordor,,,,,everywhere,,,,,
