IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/ENVO_01000577,Radio,radio,1,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a radio in your house?,"0, No | 1, Yes | 99, Refused",value,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000579,Television,television,2,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a television in your house?,"0, No | 1, Yes | 99, Refused",value,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000581,Mobile phone,cell_phone,3,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you own a cell phone?,"0, No | 1, Yes | 99, Refused",value,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,refrigerator,4,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a refrigerator in your house?,"0, No | 1, Yes | 99, Refused",value,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,bicycle,5,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a bicycle?,"0, No | 1, Yes | 99, Refused",value,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,motorcycle,6,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a motorcycle?,"0, No | 1, Yes | 99, Refused",value,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,how_food_cooked,1,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,How is food cooked in your house MOST of the time?,"1, A gas stove | 2, A kerosene stove | 3, An electric stove | 4, Charcoal | 5, Firewood",variable,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,1,jilindehealthcarepro_data_2021-12-15_0958,,Participant,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,1,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,multifilter,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,car,7,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a car?,"0, No | 1, Yes | 99, Refused",value,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,1,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,2,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,1,jilindehealthcarepro_data_2021-12-15_0958,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000374,Marital status,marital_status,3,jilindehealthcarepro_data_2021-12-15_0958,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is your marital Status?,"1, Single / Never Married | 2, Married/ In Union | 3, Living Together | 4, Widowed, Separated, Divorced",variable,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,3,jilindehealthcarepro_data_2021-12-15_0958,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,4,jilindehealthcarepro_data_2021-12-15_0958,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,electricity,8,jilindehealthcarepro_data_2021-12-15_0958,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,"Do you have electricity in your house (from solar, power lines or any other source?","0, No | 1, Yes | 99, Refused",value,yes,,,Jilinde_healthcareprovider_cohort,,,,,,,,,
