entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/PCO_0000024,Household,,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,
http://purl.obolibrary.org/obo/EUPATH_0023004,"Bacteria, by microscopy",,Bacteria
http://purl.obolibrary.org/obo/NCBITaxon_2,Bacteria,,Blood microbiology test
http://purl.obolibrary.org/obo/NCBITaxon_2759,Eukaryota,,Blood microbiology test
http://purl.obolibrary.org/obo/OBIB_0000236,Blood sample volume,1,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0023005,Bicarbonate (mmol/L),1,Blood test
http://purl.obolibrary.org/obo/EUPATH_0023010,BUN (mg/dL),2,Blood test
http://purl.obolibrary.org/obo/EUPATH_0023011,Creatinine (mg/dL),3,Blood test
http://purl.obolibrary.org/obo/EUPATH_0023054,Total bilirubin (mg/dL),4,Blood test
http://purl.obolibrary.org/obo/EUPATH_0023017,Fasting blood sugar (mg/dL),5,Blood test
http://purl.obolibrary.org/obo/EFO_0004348,Hematocrit (%),6,Blood test
http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),7,Blood test
http://purl.obolibrary.org/obo/EUPATH_0023025,"Hemoglobin (g/dL), at hospital",8,Blood test
http://purl.obolibrary.org/obo/EFO_0004309,Platelet count (per uL blood),9,Blood test
http://purl.obolibrary.org/obo/CMO_0000027,White blood cell count (per mm3),10,Blood test
http://purl.obolibrary.org/obo/EUPATH_0023035,Partial pressure of oxygen (mmHg),11,Blood test
http://purl.obolibrary.org/obo/PATO_0000047,Sex,1,Demographics
http://purl.obolibrary.org/obo/EUPATH_0000442,State of birth,2,Demographics
http://purl.obolibrary.org/obo/EUPATH_0023056,Tribal affilliation,3,Demographics
http://purl.obolibrary.org/obo/EUPATH_0000359,Occupation,,Employment
http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,,Eukaryota
http://purl.obolibrary.org/obo/EUPATH_0021095,State,,Geographic location
http://purl.obolibrary.org/obo/EUPATH_0023036,Participant inpatient or outpatient,1,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0023013,Discharged,2,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0023057,Died,3,Hospitalization
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,Household
http://purl.obolibrary.org/obo/EUPATH_0020005,Blood microbiology test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,1,Observation
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,2,Observation
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,3,Observation
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,4,Observation
http://purl.obolibrary.org/obo/EUPATH_0000340,Travel details,5,Observation
http://purl.obolibrary.org/obo/EUPATH_0023001,Relocation details,6,Observation
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,7,Observation
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0023052,Time of observation,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,Participant study details
http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,,Participant study details
http://purl.obolibrary.org/obo/EUPATH_0023002,Enrollment time,,Participant study details
http://purl.obolibrary.org/obo/EFO_0004326,Heart rate (beats/min),1,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0021086,Systolic blood pressure (mmHg),2,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),3,Physical examination
http://purl.obolibrary.org/obo/CMO_0000289,Respiratory rate (breaths/min),4,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),5,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0000544,Temperature measurement method,6,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0000437,"Plasmodium species, by FalciVax RDT",1,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023031,"Plasmodium species, by FalciVax RDT at hospital",2,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023032,"Plasmodium species, by thick smear microscopy",3,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023033,"Plasmodium species, by thin smear microscopy",4,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023034,"Plasmodium species, by microscopy at hospital",5,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0000537,"Plasmodium density (per uL blood), by microscopy",6,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023028,"Plasmodium falciparum parasitemia (%), by microscopy",7,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023029,"Plasmodium malariae parasitemia (%), by microscopy",8,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023030,"Plasmodium vivax parasitemia (%), by microscopy",9,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023018,"Plasmodium gametocyte density (per uL blood), by microscopy",10,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023019,"Plasmodium gametocytemia (%), by microscopy",11,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023027,Moved in last month,1,Relocation details
http://purl.obolibrary.org/obo/EUPATH_0023042,State moved from in last month,2,Relocation details
http://purl.obolibrary.org/obo/EUPATH_0023026,Moved in last 12 months,3,Relocation details
http://purl.obolibrary.org/obo/EUPATH_0023044,States moved from in last 12 months,4,Relocation details
http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,,Sample
http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,Sample
http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,,Sample
http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0023038,Sample collection time,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0023006,Blantyre coma score - eye,1,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023007,Blantyre coma score - motor,2,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023009,Blantyre coma score - verbal,3,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023008,Blantyre coma score - total,4,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023020,Glascow coma score - eye,5,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023021,Glascow coma score - motor,6,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023023,Glascow coma score - verbal,7,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023022,Glascow coma score - total,8,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,9,Signs and symptoms
http://purl.obolibrary.org/obo/HP_0001892,Abnormal bleeding,,Symptoms
http://purl.obolibrary.org/obo/EUPATH_0023003,Altered consciousness,,Symptoms
http://purl.obolibrary.org/obo/HP_0100598,Pulmonary edema,,Symptoms
http://purl.obolibrary.org/obo/HP_0001744,Splenomegaly,,Symptoms
http://purl.obolibrary.org/obo/EUPATH_0000387,Traveled in last month,1,Travel details
http://purl.obolibrary.org/obo/EUPATH_0023043,State visited in last month,2,Travel details
http://purl.obolibrary.org/obo/EUPATH_0023055,Traveled in last 12 months,3,Travel details
http://purl.obolibrary.org/obo/EUPATH_0023047,States visited in last 12 months,4,Travel details
http://purl.obolibrary.org/obo/EUPATH_0023040,Initiated antimalarial treatment,1,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023012,Take 2nd antimalarial medication,2,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023024,Take 3rd antimalarial medication,3,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023045,Take 4th antimalarial medication,4,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023046,Take 5th antimalarial medication,5,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023050,Treatment start date,6,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023051,Treatment start time,7,Treatment
http://purl.obolibrary.org/obo/EUPATH_0000058,Antimalarial medication,8,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023016,Medication timepoint,9,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023014,Medication dose,10,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023015,Medication administration route,11,Treatment
