IRI,label,variable,displayOrder,definition,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/ENVO_00000009,Country,MALED_diarrhea.txt::country,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,MALED_diarrhea.txt::env_feature,"","","","","",ENVO_00002297,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0000138,Observation period,MALED_diarrhea.txt::observation period,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0000493,Family ID,MALED_diarrhea.txt::family id,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009216,Born stunted,MALED_diarrhea.txt::born stunted,"","","","","",EuPathDB_0009032,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009217,Severely stunted at sampling,MALED_diarrhea.txt::severely stunted at sampling,"","","","","",EuPathDB_0009033,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009218,Stunted 3 months after sampling,MALED_diarrhea.txt::stunted 3 months after sampling,"","","","","",EuPathDB_0009034,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009219,Stunted at sampling,MALED_diarrhea.txt::stunted at sampling,"","","","","",EuPathDB_0009035,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009220,LAZ 1 month after sampling,MALED_diarrhea.txt::laz 1 month after sampling,"","","","","",EuPathDB_0009036,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009221,LAZ 3 months after sampling,MALED_diarrhea.txt::laz 3 months after sampling,"","","","","",EuPathDB_0009037,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009222,LAZ at enrollment,MALED_diarrhea.txt::laz at enrollment,"","","","","",EuPathDB_0009038,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009223,LAZ at sampling,MALED_diarrhea.txt::laz at sampling,"","","","","",EuPathDB_0009039,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009224,Mean daily feeds at breast,MALED_diarrhea.txt::mean daily feeds at breast,"","","","","",EuPathDB_0009040,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009225,Mean duration of Campylobacter-neg diarrheal episodes,MALED_diarrhea.txt::mean duration of campylobacter-negative diarrheal episodes in days,"","","","","",EuPathDB_0009041,days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009226,Mean duration of Campylobacter-pos diarrheal episodes,MALED_diarrhea.txt::mean duration of campylobacter-positive diarrheal episodes in days,"","","","","",EuPathDB_0009042,days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009227,Mean duration of diarrheal episodes,MALED_diarrhea.txt::mean duration of diarrheal episodes in days,"","","","","",EuPathDB_0009043,days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009228,Mean severity of Campylobacter-neg diarrheal episodes,MALED_diarrhea.txt::mean severity of campylobacter-negative diarrheal episodes,"","","","","",EuPathDB_0009044,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009229,Mean severity of Campylobacter-pos diarrheal episodes,MALED_diarrhea.txt::mean severity of campylobacter-positive diarrheal episodes,"","","","","",EuPathDB_0009045,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009230,Mean severity of diarrheal episodes,MALED_diarrhea.txt::mean severity of diarrheal episodes,"","","","","",EuPathDB_0009046,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009231,Number of Campylobacter-neg diarrheal episodes,MALED_diarrhea.txt::number of campylobacter-negative diarrheal episodes,"","","","","",EuPathDB_0009047,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009232,Number of Campylobacter-pos diarrheal episodes,MALED_diarrhea.txt::number of campylobacter-positive diarrheal episodes,"","","","","",EuPathDB_0009048,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009233,Number of diarrheal episodes,MALED_diarrhea.txt::number of diarrheal episodes,"","","","","",EuPathDB_0009049,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009234,Pathogens per month,MALED_diarrhea.txt::pathogens per month,"","","","","",EuPathDB_0009050,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009235,Percentage of diarrheal samples for Campylobacter-pos,MALED_diarrhea.txt::percentage of diarrheal samples positive for campylobacter,"","","","","",EuPathDB_0009051,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009236,Percentage of surveillance samples for pathogens-pos excluding Campylobacter,MALED_diarrhea.txt::percentage of surveillance samples positive for pathogens excluding campylobacter,"","","","","",EuPathDB_0009052,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009237,Percentage of surveillance stools for Campylobacter-pos,MALED_diarrhea.txt::percentage of surveillance stools positive for campylobacter,"","","","","",EuPathDB_0009053,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009238,Days on antibiotics,MALED_diarrhea.txt::days on antibiotics,"","","","","",EuPathDB_0009054,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009239,Days since last diarrheal episode,MALED_diarrhea.txt::days since last diarrheal episode,"","","","","",EuPathDB_0009055,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009240,Pathogens per month excluding Campylobacter,MALED_diarrhea.txt::pathogens per month excluding campylobacter,"","","","","",EuPathDB_0009056,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0011678,Different food groups consumed,MALED_diarrhea.txt::number of who food groups,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/OBI_0001169,Age,MALED_diarrhea.txt::age in months,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,MALED_diarrhea.txt::clinepi_sample,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,MALED_diarrhea.txt::sample_type,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,MALED_diarrhea.txt::region,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,MALED_diarrhea.txt::body_site,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,MALED_diarrhea.txt::body_product,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,MALED_diarrhea.txt::body_habitat,"","","","","","","","","","","","","",""
