IRI,label,variable,displayOrder,definition,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/ENVO_00000009,Country,DiabImmune.txt::country,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,DiabImmune.txt::env_feature,"","","","","",ENVO_00002297,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0000581,Delivery mode,DiabImmune.txt::csection,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0000639,Study group,DiabImmune.txt::cohort,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0000662,BMI-for-age z-score,DiabImmune.txt::zBMI_last,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009034,Maternal age at birth,DiabImmune.txt::mom_age_at_birth,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009035,Mom reported gestational diabetes,DiabImmune.txt::gestational_diabetes,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009036,Mom reported antibiotic use during pregnancy,DiabImmune.txt::abx_while_pregnant,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009037,"HLA risk, by HLA haplotyping",DiabImmune.txt::HLA_risk_class,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009038,Breastfed duration,DiabImmune.txt::bf_length,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009039,Exclusive breastfed duration,DiabImmune.txt::bf_length_exclusive,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009040,Diet in first three days,DiabImmune.txt::milk_first_three_days,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009041,Age at two autoantibodies positive,DiabImmune.txt::age_second_pos,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009042,Age at diagnosis of type 1 diabetes,DiabImmune.txt::age_at_t1d_onset,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009043,Type 1 diabetes diagnosed,DiabImmune.txt::t1d_diagnosed,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009044,Insulin autoantibodies positive,DiabImmune.txt::IAA,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009045,Glutamic acid decarboxylase antibodies positive,DiabImmune.txt::GADA,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009046,Insulinoma-associated protein 2 autoantibody positive,DiabImmune.txt::IA2A,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009047,Zinc transporter 8 autoantibody positive,DiabImmune.txt::ZNT8A,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009048,Islet cell autoantibodies positive,DiabImmune.txt::ICA,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009049,Yearly average weight gain during first three years,DiabImmune.txt::weight_growth_pace_during_three_years,"","","","","","",kg/year,"","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009050,Yearly average linear growth during first three years,DiabImmune.txt::length_growth_pace_during_three_years,"","","","","","",cm/year,"","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009051,Weight gain during first year,DiabImmune.txt::weight_growth_pace_during_year_one,"","","","","","",kg,http://purl.obolibrary.org/obo/UO_0000009,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009052,Linear growth during first year,DiabImmune.txt::length_growth_pace_during_year_one,"","","","","","",cm,http://purl.obolibrary.org/obo/UO_0000015,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009053,Age at height-for-age z-score measured,DiabImmune.txt::agedays_haz_last,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009054,Age at weight-for-age z-score measured,DiabImmune.txt::agedays_waz_last,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009055,Age at BMI-for-age z-score measured,DiabImmune.txt::agedays_zBMI_last,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,DiabImmune.txt::compound_solid_start_approx,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009057,Age at first received apple,DiabImmune.txt::compound_apple,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009058,Age at first received banana,DiabImmune.txt::compound_banana,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009059,Age at first received barley,DiabImmune.txt::compound_barley,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009060,Age at first received beef,DiabImmune.txt::compound_beef,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009062,Age at first received berries,DiabImmune.txt::compound_berries,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
