IRI,label,variable,displayOrder,definition,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/ENVO_00000009,Country,Resistome.txt::country,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,Resistome.txt::env_feature,"","","","","",ENVO_00002297,"","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0000581,Delivery mode,Resistome.txt::baby_delivery_mode,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009095,Gestational age at birth,Resistome.txt::Gestational age at birth (days),"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009097,Postmenstrual age at sample collection,Resistome.txt::Postmenstrual age at sample collection,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009099,Hospital room type,Resistome.txt::Room_Type,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009125,Antibiotic medication related to sample collection,Resistome.txt::Antibiotic_Treatment,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009126,Antibiotic medication indication,Resistome.txt::Indication,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009128,Gentamicin administered,Resistome.txt::Gentamicin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009129,Cefazolin administered,Resistome.txt::Cefazolin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009130,Ampicillin administered,Resistome.txt::Ampicillin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009131,Trimethoprim-sulfamathoxazole administered,Resistome.txt::Trimethoprim-Sulfamathoxazole,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009132,Meropenem administered,Resistome.txt::Meropenem,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009133,Vancomycin administered,Resistome.txt::Vancomycin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
