IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,Household,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,SCORE Seasonal,,,,,yes,,,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,country,,,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,"variable, derived",,,,SCORE Seasonal,ENVO_00000004,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001620,Latitude,lat,,score_seasonal_allyears_suds_aug16_2019,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Latitude,,variable,,,,SCORE Seasonal,,degrees,http://purl.obolibrary.org/obo/UO_0000185,,,,,,
http://purl.obolibrary.org/obo/OBI_0001621,Longitude,long,,score_seasonal_allyears_suds_aug16_2019,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Longitude,,variable,,,,SCORE Seasonal,,degrees,http://purl.obolibrary.org/obo/UO_0000185,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0030004,Village code,village_id,,score_seasonal_allyears_suds_aug16_2019,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,variable,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0020097,Household administrative information,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044175,Village study arm,study_arm,,score_seasonal_allyears_suds_aug16_2019,Abbreviation refers to randomization group. Villages were randomized to one of four arms and given different treatment regimens. Refer to study page for more detail.,Household,http://purl.obolibrary.org/obo/EUPATH_0020097,Household administrative information,"Study arm : 1, 2, 3, 4","1=Annual mass drug administration (MDA) with praziquantel and albendazole before the peak transmission season of schistosomiasis (November/December); 2=Annual MDA with praziquantel and albendazole after the peak transmission season of schistosomiasis (March/April), 3= Two yearly treatments before and after peak transmission of schistosomiasis (November/December and March/April), 4=Annual MDA with praziquantel and albendazole before peak transmission of schistosomiasis (November/December), coupled with chemical snail control using niclosamide",variable,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,Participant,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,SCORE Seasonal,,,,,yes,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,sex,,score_seasonal_allyears_suds_aug16_2019,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Sex,"F=Female, M=Male, N=No Data",variable,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001508,Study timepoint,study_year,,score_seasonal_allyears_suds_aug16_2019,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Study data collection year,"Baseline-2015
Y1 -2016
Y2-2017
Y3-2018
Y4 -2019",variable,,,,SCORE Seasonal,,,,yes,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,age,,score_seasonal_allyears_suds_aug16_2019,Age in years,Participant,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,Age (years),,variable,,,,SCORE Seasonal,,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0030022,Age group at enrollment,x_sect,,score_seasonal_allyears_suds_aug16_2019,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,"Generated based on age: 0_4= 0-4 years old, 5_8= 5-8 years old, 9_12= 9 to 12 years old, Teenage= 13 to 17 years, Adult= 18+ years.",,variable,,,,SCORE Seasonal,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,Sample,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,SCORE Seasonal,,,,,yes,,,,
http://purl.obolibrary.org/obo/EUPATH_0010734,"Hookworm, by microscopy",hook_binary,,score_seasonal_allyears_suds_aug16_2019,"Presence or absence of hookworm eggs in study participant, based on detection in the stool sample",Sample,http://purl.obolibrary.org/obo/EUPATH_0030118,Ancylostomatoidea in stool,Presence or absence of hookworm eggs in study participant,"0=Negative, 1=Positive, .=Missing",value,,,,SCORE Seasonal,,,,,,,,,
