"IRI","label","variable","displayOrder","dataFile","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","repeated","is_temporal","mergeKey","dataSet","replaces","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"http://purl.obolibrary.org/obo/ENVO_00000009","Country","interview0::country","1","interview0","","Household","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","Country","","variable","","","","PPFP Choices KenyaPP","","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0051287","County in Kenya","interview0::county","2","interview0","","Household","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","County","1=Kilifi, 2=Meru","variable","","","","PPFP Choices KenyaPP","","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","","1","","","Household","http://purl.obolibrary.org/obo/PCO_0000024","Household","","","category","","","","PPFP Choices KenyaPP","","","","","","","","","",""
"http://purl.obolibrary.org/obo/PCO_0000024","Household","","1","","","Household","http://www.w3.org/2002/07/owl#Thing","","","","category","","","","PPFP Choices KenyaPP","","","","","yes","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015457","Study arm","interview0::int_control","1","interview0","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","Study arm","1= intervention, 2=control","variable","","","","PPFP Choices KenyaPP","","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0051219","Attended immunization visit","interview3_imm_visits::attend","2","interview3_imm_visits","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","","","variable","yes","","","PPFP Choices KenyaPP","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0051676","Other meetings with health care providers number","interview3_othervisits::othervisit","3","interview3_othervisits","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","","","variable","yes","","yes","PPFP Choices KenyaPP","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","","4","","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","","","category","","","","PPFP Choices KenyaPP","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0047281","Participant eligibility by gestational age","interview0::eligible_by_ga","5","interview0","Check client eligibility by Gestational Age","Participant","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","Check client eligibility by Gestational Age","","variable","","","","PPFP Choices KenyaPP","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0047022","Additional strategies to trace participant","interview1::ltf_q3","6","interview1","Were additional strategies used to trace this participant?","Participant","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","Were additional strategies used to trace this participant?","0=No, 1=Yes","variable","","","","PPFP Choices KenyaPP","","","","","","","","","",""
