colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
12,126plate300::bodyache,126plate300,http://purl.obolibrary.org/obo/SYMP_0000099,Aches or pains,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,2.2a. Body Aches,[0=blank] [1=Yes] [2=No] ,value,
11,226plate001::age,226plate001,http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,1a. Age (#),,variable,
11,126plate001::age,126plate001,http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,1a. Age (#),,variable,
10,226plate001::dob,226plate001,http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,1.1 Date of birth,,variable,
10,126plate001::dob,126plate001,http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,1. Date of Birth,,variable,
24,126plate304::bloodvol,126plate304,http://purl.obolibrary.org/obo/OBIB_0000236,Blood sample volume,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1e1. Approx volume blood,,variable,
24,126plate403::bloodvol,126plate403,http://purl.obolibrary.org/obo/OBIB_0000236,Blood sample volume,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1e1. Approx volume blood,,variable,
11,126plate011::specblsmear,126plate011,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=Yes] [2=No] ,variable,
12,226plate212::smearspec,226plate212,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
12,226plate222::smearspec,226plate222,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
10,126plate054::specblsmear,126plate054,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=Yes] [2=No] ,variable,
12,226plate202::smearspec,226plate202,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
10,126plate093::specblsmear,126plate093,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=Yes] [2=No] ,variable,
10,126plate305::specblsmear,126plate305,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=Yes] [2=No] ,variable,
10,126plate315::specblsmear,126plate315,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=Yes] [2=No] ,variable,
12,226plate055::smearspec,226plate055,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
11,226plate153::smearspec,226plate153,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
10,126plate034::specblsmear,126plate034,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=Yes] [2=No] ,variable,
10,226plate006::smearspec,226plate006,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
10,226plate014::smearspec,226plate014,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
10,126plate024::specblsmear,126plate024,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=Yes] [2=No] ,variable,
10,226plate084::smearspec,226plate084,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
10,126plate038::specblsmear,126plate038,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=Yes] [2=No] ,variable,
10,226plate044::smearspec,226plate044,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
10,226plate054::smearspec,226plate054,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
12,226plate119::smearspec,226plate119,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
12,226plate103::smearspec,226plate103,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
12,226plate113::smearspec,226plate113,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
12,226plate114::smearspec,226plate114,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
11,226plate023::smearspec,226plate023,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
11,226plate033::smearspec,226plate033,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,1a2./7.1b Spec for bl smear  /. Specimen for smear,[0=blank] [1=yes] [2=no] ,variable,
11,126plate402::diastolicbp,126plate402,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate211::diastolicbp,226plate211,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate053::diastolicbp,126plate053,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate221::diastolicbp,226plate221,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate037::diastolicbp,126plate037,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate313::diastolicbp,126plate313,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate413::diastolicbp,126plate413,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate033::diastolicbp,126plate033,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate092::diastolicbp,126plate092,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate303::diastolicbp,126plate303,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate201::diastolicbp,226plate201,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate023::diastolicbp,126plate023,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate102::diastolicbp,226plate102,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate112::diastolicbp,226plate112,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate152::diastolicbp,226plate152,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,126plate003::diastolicbp,126plate003,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate082::diastolicbp,226plate082,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate042::diastolicbp,226plate042,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate004::diastolicbp,226plate004,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate012::diastolicbp,226plate012,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate052::diastolicbp,226plate052,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate032::diastolicbp,226plate032,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
11,226plate022::diastolicbp,226plate022,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,1.3/3.3 Diastolic BP,,variable,
19,226plate002::dateenrol,226plate002,http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,3.1./5.2 Date of enrollment,,variable,
19,126plate005::dateenrol,126plate005,http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,3.1./5.2 Date of enrollment,,variable,
9,226plate084::bloodpaper,226plate084,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
11,226plate119::bloodpaper,226plate119,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
11,226plate114::bloodpaper,226plate114,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
11,226plate103::bloodpaper,226plate103,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
11,226plate222::bloodpaper,226plate222,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
9,226plate044::bloodpaper,226plate044,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
11,226plate113::bloodpaper,226plate113,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
9,226plate054::bloodpaper,226plate054,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
11,226plate212::bloodpaper,226plate212,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
11,226plate055::bloodpaper,226plate055,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
10,226plate033::bloodpaper,226plate033,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
10,226plate153::bloodpaper,226plate153,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
9,226plate014::bloodpaper,226plate014,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
11,226plate202::bloodpaper,226plate202,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
10,226plate023::bloodpaper,226plate023,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
9,226plate006::bloodpaper,226plate006,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,7.1a Spec on filter ppr,[0=blank] [1=yes] [2=no] ,variable,
12,226plate201::heartrate,226plate201,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,226plate152::heartrate,226plate152,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,226plate112::heartrate,226plate112,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,126plate303::heartrt,126plate303,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,226plate211::heartrate,226plate211,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
