colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
2,jilindeprospectiveco_data_labels_2021-12-01_1005::x2,jilindeprospectiveco_data_labels_2021-12-01_1005,http://purl.obolibrary.org/obo/OBI_0001508,Study timepoint,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Event Name,,variable,,,yes,,Jilinde_prospective_cohort,,,yes,,,,,,
3,jilindeprospectiveco_data_labels_2021-12-01_1005::x3,jilindeprospectiveco_data_labels_2021-12-01_1005,,Repeat instrument,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Repeat Instrument,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
4,jilindeprospectiveco_data_labels_2021-12-01_1005::x4,jilindeprospectiveco_data_labels_2021-12-01_1005,,Repeat instance,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Repeat Instance,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
5,jilindeprospectiveco_data_labels_2021-12-01_1005::x5,jilindeprospectiveco_data_labels_2021-12-01_1005,,Data access Group,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Data Access Group,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
6,jilindeprospectiveco_data_labels_2021-12-01_1005::x6,jilindeprospectiveco_data_labels_2021-12-01_1005,http://purl.obolibrary.org/obo/OBI_0001621,Longitude,,Participant,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Longitude,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
7,jilindeprospectiveco_data_labels_2021-12-01_1005::x7,jilindeprospectiveco_data_labels_2021-12-01_1005,http://http://purl.obolibrary.org/obo/OBI_0001620purl.obolibrary.org/obo/OBI_0001620,Latitude,,Participant,http://purl.obolibrary.org/obo/EUPATH_0043213,Geolocation,Latitude,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
,,jilindeprospectiveco_data_labels_2021-12-01_1005,http://purl.obolibrary.org/obo/EUPATH_0043203,GEOHASH 1,,Participant,,,,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
,,jilindeprospectiveco_data_labels_2021-12-01_1005,http://purl.obolibrary.org/obo/EUPATH_0043204,GEOHASH 2,,Participant,,,,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
,,jilindeprospectiveco_data_labels_2021-12-01_1005,http://purl.obolibrary.org/obo/EUPATH_0043205,GEOHASH 3,,Participant,,,,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
,,jilindeprospectiveco_data_labels_2021-12-01_1005,http://purl.obolibrary.org/obo/EUPATH_0043206,GEOHASH 4,,Participant,,,,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
