entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/EUPATH_0000375,Plan to move,,Administrative information
http://purl.obolibrary.org/obo/ENVO_00000501,Bed,1,Assets
http://purl.obolibrary.org/obo/EUPATH_0022011,Black and white TV,2,Assets
http://purl.obolibrary.org/obo/EUPATH_0022006,Blender,3,Assets
http://purl.obolibrary.org/obo/ENVO_01000594,Cabinet,4,Assets
http://purl.obolibrary.org/obo/EUPATH_0022028,Cats,21,Assets
http://purl.obolibrary.org/obo/ENVO_01000586,Chair,5,Assets
http://purl.obolibrary.org/obo/EUPATH_0022017,Chicks,22,Assets
http://purl.obolibrary.org/obo/ENVO_01000595,Closet,6,Assets
http://purl.obolibrary.org/obo/EUPATH_0022010,Coal stove,7,Assets
http://purl.obolibrary.org/obo/EUPATH_0022012,Color TV,8,Assets
http://purl.obolibrary.org/obo/EUPATH_0022015,Cows,23,Assets
http://purl.obolibrary.org/obo/EUPATH_0022027,Dogs,24,Assets
http://purl.obolibrary.org/obo/EUPATH_0022021,Ducks,25,Assets
http://purl.obolibrary.org/obo/EUPATH_0022013,DVD,9,Assets
http://purl.obolibrary.org/obo/EUPATH_0022007,Electric stove,10,Assets
http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,11,Assets
http://purl.obolibrary.org/obo/EUPATH_0022005,Freezer,12,Assets
http://purl.obolibrary.org/obo/EUPATH_0022008,Gas stove,13,Assets
http://purl.obolibrary.org/obo/EUPATH_0022016,Goats,26,Assets
http://purl.obolibrary.org/obo/EUPATH_0022018,Hens,27,Assets
http://purl.obolibrary.org/obo/EUPATH_0022009,Kerosene stove,14,Assets
http://purl.obolibrary.org/obo/EUPATH_0022024,Monkeys,28,Assets
http://purl.obolibrary.org/obo/EUPATH_0022022,Parakeets,29,Assets
http://purl.obolibrary.org/obo/EUPATH_0022023,Parrots,30,Assets
http://purl.obolibrary.org/obo/EUPATH_0022025,Pigs,31,Assets
http://purl.obolibrary.org/obo/EUPATH_0022026,Rabbits,32,Assets
http://purl.obolibrary.org/obo/ENVO_01000577,Radio,15,Assets
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,16,Assets
http://purl.obolibrary.org/obo/EUPATH_0022019,Roosters,33,Assets
http://purl.obolibrary.org/obo/ENVO_01000588,Sofa,17,Assets
http://purl.obolibrary.org/obo/EUPATH_0022014,Stereo,18,Assets
http://purl.obolibrary.org/obo/ENVO_01000584,Table,19,Assets
http://purl.obolibrary.org/obo/ENVO_01000580,Telephone (mobile or non-mobile),20,Assets
http://purl.obolibrary.org/obo/EUPATH_0022020,Turkeys,34,Assets
http://purl.obolibrary.org/obo/EUPATH_0022029,Turtles,35,Assets
http://purl.obolibrary.org/obo/EUPATH_0000348,Number of infections with P. falciparum in lifetime,,Clinical history
http://purl.obolibrary.org/obo/EUPATH_0000349,Number of infections with P. falciparum in the last year,,Clinical history
http://purl.obolibrary.org/obo/EUPATH_0000346,Number of infections with P. vivax in lifetime,,Clinical history
http://purl.obolibrary.org/obo/EUPATH_0000347,Number of infections with P. vivax in the last year,,Clinical history
http://www.ebi.ac.uk/efo/EFO_0004950,Date of birth,,Demographics
http://purl.obolibrary.org/obo/EUPATH_0000345,Education level,,Demographics
http://purl.obolibrary.org/obo/EUPATH_0000374,Marital status,,Demographics
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Demographics
http://purl.obolibrary.org/obo/EUPATH_0000379,Common rooms (#),8,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0000380,Covered area (m2),5,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0022002,External wall material,3,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,1,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0022003,Internal wall material,2,Dwelling characteristics
