"IRI","label","variable","displayOrder","dataFile","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","repeated","is_temporal","mergeKey","dataSet","replaces","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"http://purl.obolibrary.org/obo/OBI_0001508","Study timepoint","Study_Year","1","","Study year; study was conducted from 2011-2016. If you would like to view only data from a particular timepoint for all variables, please make sure to select that year for 'Village Study Timepoint' as well as for 'Study Timepoint'.","Participant","http://purl.obolibrary.org/obo/EUPATH_0000310","Observation details","Study Year; Country-wide","1, 2, 3, 4, 5","variable","","yes","yes","SCORE Niger Cluster Randomized Trial","","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030033","Village study timepoint","village_study_year","1","","Study year. Study was conducted from 2011-2016.","Community","http://purl.obolibrary.org/obo/EUPATH_0030178","Village observation details","variable, derived","","variable, derived","","","","SCORE Niger Cluster Randomized Trial","","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030002","Study type","Study_group","1","","A1= Villages with a starting prevalence of 10-24% during eligibility testing that got school-based treatment once a year; A2= Starting prevalence of 10-24% and school-based treatment twice a year; B1= Starting prevalence of greater than 25% and school-based treatment once a year; B2= Starting prevalence of greater than 25% and school-based treatment twice a year; C1= Starting prevalence of greater than 25% and communitywide treatment once a year; C2= Starting prevalence of greater than 25% and communitywide treatment twice a year","Participant","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","Study group after Niger study was redesigned","A1= Villages with a starting prevalence of 10-24% during eligibility testing that got school-based treatment once a year; A2= Villages with a starting prevalence of 10-24% during eligibility testing that got school-based treatment twice a year; B1= Villages with a starting prevalence of ≥25% during eligibility testing that got school-based treatment once a year; B2= Villages with a starting prevalence of ≥25% during eligibility testing that got school-based treatment twice a year; C1= Villages with a starting prevalence of ≥25% during eligibility testing that got communitywide treatment once a year; C2= Villages with a starting prevalence of ≥25% during eligibility testing that got communitywide treatment twice a year","variable","","","","SCORE Niger Cluster Randomized Trial","","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","","1","","","Community","http://purl.obolibrary.org/obo/EUPATH_0035127","Community","","","category","","","","SCORE Niger Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030178","Village observation details","","2","","","Community","http://purl.obolibrary.org/obo/EUPATH_0035127","Community","","","category","","","","SCORE Niger Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030001","Village level information","","4","","","Community","http://purl.obolibrary.org/obo/EUPATH_0035127","Community","","","category","","","","SCORE Niger Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030161","Village administrative information","","3","","","Community","http://purl.obolibrary.org/obo/EUPATH_0035127","Community","","","category","","","","SCORE Niger Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/PATO_0000047","Sex","Sex","1","","Sex","Participant","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","Sex","F=Female, M=Male, N=No Data","variable","","","","SCORE Niger Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030122","Schistosoma in urine","","1","","","Sample","http://purl.obolibrary.org/obo/EUPATH_0030125","Eukaryota in urine","","","category","","","","SCORE Niger Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/ENVO_00000009","Country","Country_Code","1","","Country in which study was conducted","Community","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","Country; Country wide","NIG=Niger","variable","","","","SCORE Niger Cluster Randomized Trial","ENVO_00000004","","","yes","","","","","",""
