IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0064055,Bednet,,,,,Bednet,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0064052,Bednet observation details,,1,,,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064055,Bednet,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,2,,,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064055,Bednet,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0064054,Bednet usage,,3,,,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064055,Bednet,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066001,LLIN,bednet_12m::anyllin | bednet_24m::anyllin,1,bednet_24m | bednet_12m,Whether this bednet is a long-lasting insecticide treated bednet (LLIN).,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066002,Brand of bednet,bednet_24m::brandnet | bednet_12m::brandnet,2,bednet_12m | bednet_24m,Brand of the bednet.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066003,Bednet brand determination method,bednet_12m::netbrandhow | bednet_24m::netbrandhow | bednet_12m::othbrandhow,3,bednet_12m | bednet_24m,How the brand of the bednet was determined.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066004,Time since bednet obtained categorization,bednet_24m::howoldnetcat | bednet_12m::howoldnetcat,4,bednet_12m | bednet_24m,Categorization of the time since the bednet was obtained.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066005,Time since bednet obtained,bednet_24m::howoldnet | bednet_12m::howoldnet,5,bednet_12m | bednet_24m,Time since bednet was obtained.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,,variable,,,,LLINEUP2,,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0058077,Bednet source,bednet_24m::wherenet | bednet_12m::wherenet,6,bednet_24m | bednet_12m,Where the bednet was obtained.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066006,UCC bednet,bednet_24m::uccnet | bednet_12m::uccnet,7,bednet_12m | bednet_24m,Whether the bednet was received during the 2020-2021 Universal Coverage Campaign (UCC).,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066007,Bednet cost categorization,bednet_24m::free | bednet_12m::free,8,bednet_12m | bednet_24m,Whether the bednet was obtained for free or was paid for.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064053,Bednet details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066008,Bednet study timepoint,bednet_12m::timept | bednet_24m::timept,1,bednet_24m | bednet_12m,"Cross-sectional surveys were conducted at 12 months and 24 months after LLIN distribution. If you would like to view only data from a particular timepoint for all variables, please make sure to also select that timepoint for 'Household study timepoint' (under 'Household') or 'Study timepoint' (under 'Participant').",Bednet,http://purl.obolibrary.org/obo/EUPATH_0064052,Bednet observation details,,,variable,,,,LLINEUP2,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066009,Study bednet categorization,bednet_24m::net_data2 | bednet_12m::net_data2,2,bednet_12m | bednet_24m,"Whether or not the household had a study bednet (with a unique bednet identifier). If the household had a study bednet, whether the study bednet was used or not.",Bednet,http://purl.obolibrary.org/obo/EUPATH_0064052,Bednet observation details,,,variable,,,,LLINEUP2,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066010,Bednet data collection date,bednet_24m::date | bednet_12m::date,3,bednet_12m | bednet_24m,Date when data on the bednet was collected.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064052,Bednet observation details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0064662,Bednet observed,bednet_24m::obs | bednet_12m::obs,4,bednet_12m | bednet_24m,Whether this bednet was observed.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064052,Bednet observation details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066011,Bednet label observed,bednet_12m::labelobs | bednet_24m::labelobs,5,bednet_24m | bednet_12m,Whether the label on this bednet was observed.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064052,Bednet observation details,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066012,Bednet used last night,bednet_12m::slpnet | bednet_24m::slpnet,1,bednet_12m | bednet_24m,Whether anyone slept under this bednet last night.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064054,Bednet usage,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066013,Bednet hung categorization,bednet_24m::nethungcat | bednet_12m::nethungcat,2,bednet_24m | bednet_12m,Categorization of whether this bednet was hung.,Bednet,http://purl.obolibrary.org/obo/EUPATH_0064054,Bednet usage,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066014,Bednet hung,bednet_12m::nethung | bednet_24m::nethung,3,bednet_24m | bednet_12m,"If this bednet was observed, whether this bednet was hanging at study visit.",Bednet,http://purl.obolibrary.org/obo/EUPATH_0064054,Bednet usage,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066015,Bednet ever hung,bednet_12m::everhung | bednet_24m::everhung,4,bednet_12m | bednet_24m,"If this bednet was observed but not hanging at study visit, whether this bednet was ever hung.",Bednet,http://purl.obolibrary.org/obo/EUPATH_0064054,Bednet usage,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066016,Non-observed bednet ever hung,bednet_24m::everhung1 | bednet_12m::everhung1,5,bednet_24m | bednet_12m,"If this bednet was not observed at study visit, whether this bednet was ever hung.",Bednet,http://purl.obolibrary.org/obo/EUPATH_0064054,Bednet usage,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,,,Community,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0066017,Baseline malaria incidence per 1000 person years,hh_member_12m::baselinemi3m,1,hh_member_12m,Baseline malaria incidence per 1000 person-years (3 months pre-intervention).,Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,,,variable,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,,1,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,2,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,,3,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,,4,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,,5,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,LLINEUP2,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,,6,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,LLINEUP2,,,,,,,,,,
