entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/PCO_0000024,Household,,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,
http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,Anthropometry
http://purl.obolibrary.org/obo/EUPATH_0033307,Eukaryota in blood,,Blood microbiology test
http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed,,Blood microbiology test
http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0027007,Blood smear slide ID,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0032048,EDTA-treated sample,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0027011,EDTA-treated sample ID,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0027014,EDTA-treated sample pellet volume,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0027012,EDTA-treated sample plasma volume,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0027013,EDTA-treated sample plasma volume 2,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0027006,Filter paper sample count,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0033147,Blood sample collection date,,Blood sample collection process
http://purl.obolibrary.org/obo/EUPATH_0027019,Blood tests performed,,Blood test
http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0027005,Hemoglobin measurement performed,,Blood tests performed
http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,Demographics
http://purl.obolibrary.org/obo/OMRSE_00000100,Ethnicity,,Demographics
http://purl.obolibrary.org/obo/OMRSE_00000100,Other ethnicity,,Demographics
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Demographics
http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,,Eukaryota in blood
http://purl.obolibrary.org/obo/OBI_0001627,Country,,Geographic location
http://purl.obolibrary.org/obo/EUPATH_0025072,Health center,,Geographic location
http://purl.obolibrary.org/obo/EUPATH_0000452,Region,,Geographic location
http://purl.obolibrary.org/obo/ENVO_01000773,Village,,Geographic location
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,Household
http://purl.obolibrary.org/obo/EUPATH_0027015,Fever or malaria in last 6 months,,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0027016,Fever or malaria in last 6 months (count),,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0027018,Fever or malaria in last 6 months diagnostic method,,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0027017,Month of fever or malaria in last 6 months,,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0020005,Blood microbiology test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011802,Microscopy,,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0027004,RDT performed,,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0027008,Slide reading number,,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0025095,Microscopy analysis date,,Microscopy
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,,Observation
http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,Observation
http://purl.obolibrary.org/obo/BFO_0000015,Observation type,,Observation
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,,Observation
http://purl.obolibrary.org/obo/EUPATH_0024218,Pregnant,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,Observation
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0022053,Present at visit,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,Participant study details
http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,,Participant study details
http://purl.obolibrary.org/obo/EUPATH_0027003,Spleen size,,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0000544,Temperature measurement method,,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0000550,"Plasmodium falciparum asexual stages (per uL blood), by microscopy result",,Plasmodium in blood
http://purl.obolibrary.org/obo/EUPATH_0000546,"Plasmodium falciparum gametocytes (per uL blood), by microscopy result",,Plasmodium in blood
http://purl.obolibrary.org/obo/EUPATH_0027010,"Plasmodium falciparum gametocytes, by microscopy",,Plasmodium in blood
http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",,Plasmodium in blood
http://purl.obolibrary.org/obo/EUPATH_0024217,"Plasmodium, by RDT",,Plasmodium in blood
http://purl.obolibrary.org/obo/EUPATH_0027009,"Plasmodium, by microscopy",,Plasmodium in blood
http://purl.obolibrary.org/obo/EUPATH_0021028,Plasmodium falciparum,,"Plasmodium species, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0021030,Plasmodium malariae,,"Plasmodium species, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0020167,Plasmodium ovale,,"Plasmodium species, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0021029,Plasmodium vivax,,"Plasmodium species, by microscopy"
http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,,Sample
http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,Sample
http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0000100,Subjective fever,,Symptoms
