entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,Anthropometry
http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),,Anthropometry
http://purl.obolibrary.org/obo/CHEBI_3638,Chloroquine,,Antimalarial medications used
http://purl.obolibrary.org/obo/CHEBI_63609,Mefloquine,,Antimalarial medications used
http://purl.obolibrary.org/obo/CHEBI_8405,Primaquine,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021036,Artesunate,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021037,Other,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021038,Can't remember,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021039,Artesunate/pyrimethamine/sulphadoxine,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021040,Chloroquine/primaquine,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021041,Pyrimethamine/sulphadoxine,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021042,Quinine/quinidine,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021043,Tetracycline/doxycycline,,Antimalarial medications used
http://purl.obolibrary.org/obo/EUPATH_0021132,Missing,,Antimalarial medications used
http://purl.obolibrary.org/obo/NCBITaxon_114292,Typhus,,Bacteria
http://purl.obolibrary.org/obo/NCBITaxon_590,Salmonella,,Bacteria
http://purl.obolibrary.org/obo/EUPATH_0010985,Raw test result,,Blood microbiology test
http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed,,Blood microbiology test
http://purl.obolibrary.org/obo/NCBITaxon_10239,Virus,,Blood microbiology test
http://purl.obolibrary.org/obo/NCBITaxon_2,Bacteria,,Blood microbiology test
http://purl.obolibrary.org/obo/NCBITaxon_2759,Eukaryota,,Blood microbiology test
http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0021082,Small volume sample,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0021083,Vacutainer sample,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0021136,Missing,,Blood sample
http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0021107,"Chikungunya, by SD Bioline IgM ELISA",,Chikungunya
http://purl.obolibrary.org/obo/EUPATH_0021118,"Chikungunya, by Advantage Chikungunya IgM Card RDT",,Chikungunya
http://purl.obolibrary.org/obo/EUPATH_0021119,"Chikungunya, by SD Bioline Chikungunya IgM RDT",,Chikungunya
http://purl.obolibrary.org/obo/EUPATH_0000426,Malaria diagnoses in the past year (count),,Clinical history
http://purl.obolibrary.org/obo/EUPATH_0000427,Days since last malaria diagnosis,,Clinical history
http://purl.obolibrary.org/obo/EUPATH_0000425,Plasmodium species in last year,,Days since last malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000428,Treated with antimalarials,,Days since last malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000429,Antimalarial treatment date,,Days since last malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000430,Antimalarial medications used,,Days since last malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000431,Where treated,,Days since last malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000345,Education level,,Demographics
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Demographics
http://purl.obolibrary.org/obo/EUPATH_0021120,"Dengue, by Panbio Dengue IgM capture ELISA",,Dengue
http://purl.obolibrary.org/obo/EUPATH_0021123,"Dengue, by Panbio Dengue Early ELISA",,Dengue
http://purl.obolibrary.org/obo/EUPATH_0021128,"Dengue, by Dengue Duo Test RDT",,Dengue
http://purl.obolibrary.org/obo/EUPATH_0021129,"Dengue, by Dengue Day 1 Test RDT",,Dengue
http://purl.obolibrary.org/obo/EUPATH_0021110,NS1 antigen,,"Dengue, by Dengue Day 1 Test RDT"
http://purl.obolibrary.org/obo/EUPATH_0021111,IgM,,"Dengue, by Dengue Day 1 Test RDT"
http://purl.obolibrary.org/obo/EUPATH_0021112,IgG,,"Dengue, by Dengue Day 1 Test RDT"
http://purl.obolibrary.org/obo/EUPATH_0021113,Negative,,"Dengue, by Dengue Day 1 Test RDT"
http://purl.obolibrary.org/obo/EUPATH_0021114,NS1 antigen,,"Dengue, by Dengue Duo Test RDT"
http://purl.obolibrary.org/obo/EUPATH_0021115,IgM,,"Dengue, by Dengue Duo Test RDT"
