IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/EUPATH_0035128,Participant never surveyed flag,diar_dh::lost,1,diar_dh,"Whether the target child participant, who was in utero at enrollment, was ever surveyed. Target children who were not ever surveyed either moved, were absent, or refused to participate when the surveys were conducted, or there was no live birth, and/or the child died.",Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,"variable, derived",,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035061,Severely stunted,anthro_dh::lazminus3,1,anthro_dh,"Whether the target child participant was severely stunted, defined as having a length- or height-for-age z-score of less than -3. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Severely Stunted (LAZ<-3),0 to 1,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035062,Stunted,anthro_dh::lazminus2,2,anthro_dh,"Whether the target child participant was stunted, defined as having a length- or height-for-age z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Stunted (LAZ<-2),0 to 1,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035063,Severely wasted,anthro_dh::whzminus3,3,anthro_dh,"Whether the target child participant was severely wasted, defined as having a weight-for-length or -height z-score of less than -3. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Severely Wasted (WHZ<-3),0 to 1,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035064,Wasted,anthro_dh::whzminus2,4,anthro_dh,"Whether the target child participant was wasted, defined as having a weight-for-length or -height z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Wasted (WHZ<-2),0 to 1,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035065,Severely underweight,anthro_dh::wazminus3,5,anthro_dh,"Whether the target child participant was severely underweight, defined as having a weight-for-age z-score of less than -3. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Severely Underweight (WAZ<-3),0 to 1,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035066,Underweight,anthro_dh::wazminus2,6,anthro_dh,"Whether the target child participant was underweight, defined as having a weight-for-age z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Underweight (WAZ<-2),0 to 1,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035067,"Length- or height-for-age z-score, using median stature",anthro_dh::laz,7,anthro_dh,"Length- or height-for-age z-score for the target child participant, using median stature. Values greater than 6 or less than -6 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Length/height-for-age Z-score,-5.68 to 5.18,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035068,Length- or height-for-age z-score flag,anthro_dh::laz_x,8,anthro_dh,"Whether the length- or height-for-age z-score for the target child participant was flagged for being greater than 6 or less than -6. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"Abs(LAZ)>6, set to missing",0 to 1,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035069,"Weight-for-length or -height z-score, using median weight and median length or height",anthro_dh::whz,9,anthro_dh,"Weight-for-length or -height z-score for the target child participant, using median weight and median length or height. Values greater than 5 or less than -5 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Weight-for-length/height Z-score,-4.91 to 4.97,variable,yes,,,WASHb BNG Cluster Randomized Trial,,,,,,,,,
