file,category,id
SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,household,hh_id
SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,observation,{{o}}+hh_id+birthorder
SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,participant,{{p}}+hh_id+birthorder
SHINE_Baseline_Household_Data_editSWS,household,hh_id
SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,participant,{{p}}+hh_id+birthorder
SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,sample,{{s}}+hh_id+birthorder
SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,household,hh_id
SHINE_ECD_Data_19 Jun 2020_RN,observation,{{o}}+hh_id+birthorder
SHINE_ECD_Data_19 Jun 2020_RN,participant,{{p}}+hh_id+birthorder
SHINE_ECD_Data_19 Jun 2020_RN,household,hh_id
SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,household,hh_id
SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,observation,{{o}}+hh_id+birthorder
SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,participant,{{p}}+hh_id+birthorder
SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,household,hh_id
SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,participant,{{p}}+hh_id+birthorder
SHINE_Month12_Intervention_Uptake_Data_editSWS,observation,{{o}}+hh_id+birthorder
SHINE_Month12_Intervention_Uptake_Data_editSWS,participant,{{p}}+hh_id+birthorder
SHINE_Month12_Intervention_Uptake_Data_editSWS,household,hh_id
