IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/PCO_0000024,Household,,,elicit_data_for_plos_reshaped_v3,,Household,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,ELICIT,,,,,yes,,,,
http://purl.obolibrary.org/obo/EUPATH_0000167,Bank account,cef_bank_account,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does the household have a bank account?,"1 = Yes
0 = No",value,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000586,Chair,cef_own_chair_or_bench,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does the household own a chair or bench?,"1 = Yes
0 = No",value,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044160,Crowding,crowd,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,"Crowding in dwelling, defined as two or more people per room of house",,variable,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0048034,Mattress,cef_have_mattress,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does the household have a mattress?,"1 = Yes
0 = No",value,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,cef_refrigerator,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does the household own a refrigerator?,"1 = Yes
0 = No",value,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000584,Table,cef_own_table,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does the household own a table?,"1 = Yes
0 = No",value,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000580,Telephone (mobile or non-mobile),cef_mobile_telephone,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does the household own a mobile telephone?,"1 = Yes
0 = No",value,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000579,Television,cef_television,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does the household own a television?,"1 = Yes
0 = No",value,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011593,Room count,cef_rooms,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,How many rooms do they have in the house?,,variable,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011586,Separate kitchen,cef_separate_kitchen,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Does the household have a separate room which is used as a kitchen?,"1 = Yes
0 = No",variable,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,,,category,,,,ELICIT,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000773,Village,village,,elicit_data_for_plos_reshaped_v3,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Village in which family resides (cleaned from free response village question on CEF),,variable,,,,ELICIT,,,,yes,,,,,
