variable	variable2	values	mappedTerm
form01::ballardneuromuscularmaturityscore	form01::ballardneuromuscularmaturityscore	na	:::UNDEF:::
form01::ballardphysicalmaturityscore	form01::ballardphysicalmaturityscore	na	:::UNDEF:::
form01::bestga	form01::bestga	na	:::UNDEF:::
form01::dateballardexamdone	form01::dateballardexamdone	na	:::UNDEF:::
form01::dateofscreening	form01::dateofscreening	23/12/1932	23/12/2016
form01::dateofscreening	form01::dateofscreening	na	:::UNDEF:::
form01::days	form01::days	na	:::UNDEF:::
form01::days1	form01::days1	na	:::UNDEF:::
form01::days2	form01::days2	na	:::UNDEF:::
form01::days3	form01::days3	na	:::UNDEF:::
form01::didmotherdeliveratoneoftheparticipatingstudyhospitalsandinfant	form01::didmotherdeliveratoneoftheparticipatingstudyhospitalsandinfant	missing	:::UNDEF:::
form01::gestationalageatdeliverybasedonfirstonlyuswks	form01::gestationalageatdeliverybasedonfirstonlyuswks	na	:::UNDEF:::
form01::gestationalageatthefirstonlyusexamwks	form01::gestationalageatthefirstonlyusexamwks	na	:::UNDEF:::
form01::gestationalageinweeksbyballard	form01::gestationalageinweeksbyballard	na	:::UNDEF:::
form01::hospitalname	form01::hospitalname	GMH	Ghandi Memorial Hospital
form01::hospitalname	form01::hospitalname	GUH	Gondor University Hospital
form01::hospitalname	form01::hospitalname	JUH	Jimma University Hospital
form01::hospitalname	form01::hospitalname	SPH	St. Paul's Hospital
form01::hospitalname	form01::hospitalname	TAH	Tikur Anbessa Hospital
form01::ifyesgestationalagegaatdeliveryinweeksfromlmpwks	form01::ifyesgestationalagegaatdeliveryinweeksfromlmpwks	na	:::UNDEF:::
form01::total	form01::total	na	:::UNDEF:::
form01::trimesterofearliestultrasound	form01::trimesterofearliestultrasound	1	First trimester
form01::trimesterofearliestultrasound	form01::trimesterofearliestultrasound	2	Second trimester
form01::trimesterofearliestultrasound	form01::trimesterofearliestultrasound	3	Third trimester
form01::trimesterofearliestultrasound	form01::trimesterofearliestultrasound	4	Don't know
form01::wasbabytransferredfromotherfacilitiesorhometooneoftheparticipa	form01::wasbabytransferredfromotherfacilitiesorhometooneoftheparticipa	missing	:::UNDEF:::
form01::wasultrasoundperformed	form01::wasultrasoundperformed	missing	:::UNDEF:::
form02_long::antenatalcareancreceived	form02_long::antenatalcareancreceived	1	Yes
form02_long::antenatalcareancreceived	form02_long::antenatalcareancreceived	2	No or don't know
form02_long::antenatalcareancreceived	form02_long::antenatalcareancreceived	NA	:::UNDEF:::
form02_long::antepartumhemorrhageaph	form02_long::antepartumhemorrhageaph	1	Yes
form02_long::antepartumhemorrhageaph	form02_long::antepartumhemorrhageaph	2	No
form02_long::antepartumhemorrhageaph	form02_long::antepartumhemorrhageaph	3	Don't know
form02_long::antepartumhemorrhageaph	form02_long::antepartumhemorrhageaph	NA	:::UNDEF:::
form02_long::antibiotics	form02_long::antibiotics	1	Yes
form02_long::antibiotics	form02_long::antibiotics	2	No
