variable	variable2	values	mappedTerm	valueOrder
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA001 records	RA001 records	1
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA002 records	RA002 records	2
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA003 records	RA003 records	3
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA004 records	RA004 records	4
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA005 records	RA005 records	5
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA006 records	RA006 records	6
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA008 records	RA008 records	7
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA009 records	RA009 records	8
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA010 records	RA010 records	9
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA011 records	RA011 records	10
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA012_records	RA012_records	11
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA013_records	RA013_records	12
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA014_records	RA014_records	13
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA015_records	RA015_records	14
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA016_records	RA016_records	15
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x2	RA017 records	RA017 records	16
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x4	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x4	Cluster 1	Cluster 1	1
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x4	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x4	Cluster 2	Cluster 2	2
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x4	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x4	Cluster 3	Cluster 3	3
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x5	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x5	County001	County001	1
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x5	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x5	County002	County002	2
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x5	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x5	County003	County003	3
jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x5	jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x5	County004	County004	4
