IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0053053,Frequency of sleeping at school,individual_deidentified_forclinepidb::sleepschool_howoften,1,individual_deidentified_forclinepidb,"In the past three months, how often have you slept at school?-from tablet",Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,"In the past three months, how often have you slept at school?-from tablet","1= A least once a month, but not every week,  3 = 3-4 nights per week,   4 = 5 or more nights per week",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053163,Reason to sleep outdoors,individual_deidentified_forclinepidb::why_slept_outdoors_other | endline_individual_cross_sectional_forclinepidb::why_slept_outdoors_other,2,individual_deidentified_forclinepidb,Why did you sleep outdoors? ,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Why did you sleep outdoors?- from tablet,,variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,yes
http://purl.obolibrary.org/obo/EUPATH_0053175,Sleep at school,individual_deidentified_forclinepidb::sleepschool,3,individual_deidentified_forclinepidb,Do you sleep at your school? ,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Do you sleep at your school?-from tablet,"0 = No, 1=  Yes,  999  =No response",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053177,Sleeping location at school,individual_deidentified_forclinepidb::sleepschool_how,4,individual_deidentified_forclinepidb,"When you sleep at a school you are attending, where do you sleep? ",Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,"When you sleep at a school you are attending, where do you sleep?-from tablet","1=  In a dormitory,  2 = In a tent,  777 = Other",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053181,Slept in this community during last four weeks,individual_deidentified_forclinepidb::slept_community,5,individual_deidentified_forclinepidb,Have you slept in this community one night or more over the last four weeks? ,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Have you slept in this community one night or more over the last four weeks?- fr,,variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053026,Community level intervention count,endline_individual_cross_sectional_forclinepidb::num_comm_interv,1,endline_individual_cross_sectional_forclinepidb,How many community-level interventions have taken place?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,How many community-level interventions have taken place?,,variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,,2,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,category,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053050,Facility name,sdss_index_deidentified_forclinepidb::facility,3,sdss_index_deidentified_forclinepidb,Facility,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Facility,,variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053057,Has GR code,sdss_index_deidentified_forclinepidb::has_gr,4,sdss_index_deidentified_forclinepidb,Has GR code ,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Has GR code- derived,"0 = No,  1 = Yes",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053058,Has visit date,sdss_index_deidentified_forclinepidb::has_visit_date,5,sdss_index_deidentified_forclinepidb,Has visit date ,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Has visit date-derived,"0 = No,  1 = Yes",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053066,intervention code,sdss_index_deidentified_forclinepidb::int_arm,6,sdss_index_deidentified_forclinepidb,Intervention arm- derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,intervention arm- derived,",    ,   RO53,  TO10",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053067,Intervention date,individual_deidentified_forclinepidb::start_date,7,individual_deidentified_forclinepidb,Date of intervention ,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Date of intervention- from tablet,,variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053068,Intervention type,endline_individual_cross_sectional_forclinepidb::test_treat,8,endline_individual_cross_sectional_forclinepidb,Did the investigators test everyone and treat positives or simply treat everyone?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,What was the intervention?,"1 = Test & treat, no spraying,  2 =Just treat, no spraying , 3 = Test & treat with spraying, 4 = Just treat with spraying, 888 = Don't know, 999= No response, missing= .",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053069,Intervention with spraying,endline_individual_cross_sectional_forclinepidb::test_treat_mohss,9,endline_individual_cross_sectional_forclinepidb,Was there additional spraying of the houses along with treatment?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Did the MoHSS also spray?,"1=  Test & treat, no spraying,  2=  Test & treat with spraying, missing=   .",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053070,Interview language,individual_deidentified_forclinepidb::language | ravc_data_deidentified::language | individual_deidentified_forclinepidb::otherlang,10,individual_deidentified_forclinepidb,Language of interview ,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Other language of interview- from tablet | Language of interview- from tablet,",  English,  Silozi | Lozi,  Mbalangwe,  Sifwe, Silozi,   Subia",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053072,Investigators,endline_individual_cross_sectional_forclinepidb::who_invest,11,endline_individual_cross_sectional_forclinepidb,Where were the investigators from?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Where were the investigators from?,"1=MoHSS, 2=  UNAM/NAMEP,  888 = Don't know, 999=  No response, missing= .",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053073,Invited to participate in community level malaria intervention,endline_individual_cross_sectional_forclinepidb::invite_participant,12,endline_individual_cross_sectional_forclinepidb,Were you invited to participate?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Were you invited to participate?,"0= No, 1=  Yes,  999 = No response,  missing=  .",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053099,Malaria intervention in community,endline_individual_cross_sectional_forclinepidb::comm_interv | individual_deidentified_forclinepidb::comm_interv,13,individual_deidentified_forclinepidb,Has a community-level malaria intervention taken place in your community before?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Has a community-level malaria intervention taken place in your community before?,"0 =No,  1= Yes,  888= Don't know, missing=.",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053130,Outside study area,sdss_index_deidentified_forclinepidb::outside_studyarea,14,sdss_index_deidentified_forclinepidb,Outside study area based on comments & mapping-derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Outside study area based on comments & mapping-derived,"1= Yes,  missing= .",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053131,Participate in intervention again,endline_individual_cross_sectional_forclinepidb::interv_again,15,endline_individual_cross_sectional_forclinepidb,"If a team came and offered the same intervention, regardless of whether you participated the first time, would you participate?",Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,"0 = No, 1 = Yes,  888 = Don't know,  999= No response, missing= .",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053132,Participation in community intervention,endline_individual_cross_sectional_forclinepidb::did_participate,16,endline_individual_cross_sectional_forclinepidb,Did you participate?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Did you participate?,"0= No,    1= Yes, missing=.",variable,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,,,
