IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/PCO_0000024,Household,,2,,,Household,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,icemrcambodiacensus_data_2022-05-13_1304_sak::roof | icemrcambodiacensus_data_2022-05-13_1304_sak::roof_oth,1,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,"If ""Other"", specify | What is the main material of the roof?","1,  (Thatched grass) | 4,(Wood planks) | 6, (Tiles) | 5, (Cement) | 99, (Other) | 2, (Sago palm leaves) | 3, (Corrugated iron)",variable,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,icemrcambodiacensus_data_2022-05-13_1304_sak::floor_oth | icemrcambodiacensus_data_2022-05-13_1304_sak::floor,2,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,"If ""Other"", specify | What is the main material of the floor?","5, (Cement / Tiles) | 4,  (Polished wood) | 3,  (Wood) | 2,  (Palm / Bamboo / Grass) | 1, (Earth / Sand) | 99, (Other)",variable,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,icemrcambodiacensus_data_2022-05-13_1304_sak::walls | icemrcambodiacensus_data_2022-05-13_1304_sak::walls_oth,3,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,"What is the main material of the exterior walls? | If ""Other"", specify","4,(Plywood) | 5, (Masonite / Fibro) | 3,(Wood) | 2, (Sago) | 7,  (Iron sheet) | 99, (Other) | 1, (Bamboo / Pitpit) | 6, (Cement or bricks)",variable,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0025049,Window material,icemrcambodiacensus_data_2022-05-13_1304_sak::window,4,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Does the main house have windows? Are they screened?,"2,(Windows (partly screened)) | 1,(Windows (not screened)) | 3, (Windows (all screened and intact)) | 0,(No windows)",variable,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057707,Elevated house,icemrcambodiacensus_data_2022-05-13_1304_sak::elevated_house,5,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Is the house elevated on posts?,"0, (No) | 1, (Yes)",variable,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,,1,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000773,Village,icemrcambodiacensus_data_2022-05-13_1304_sak::village | icemrcambodiacensus_data_2022-05-13_1304_sak::village_oth,1,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,"What is the name of the village? | If ""Other"", specify","6,  Sraelvy | 4,  Ohrana | 11, Sraepreas | 8,  Sraeampil | 7, Sraektum | 2, Oham | 99, Other | 5, Trapaingphiae | 3,  Lapakhe | 1, Chhnaeng | 10, Poucha | 12, Gaty | 9, Ohchra",variable,,,,SW PACIFIC,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057901,Hamlet,icemrcambodiacensus_data_2022-05-13_1304_sak::hamlet,2,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,What is the name of the hamlet?,,variable,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,,3,,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001620,Latitude,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_latitude_manual | icemrcambodiacensus_data_2022-05-13_1304_sak::gps_latitude | icemrcambodiacensus_data_2022-05-13_1304_sak::gps_latitude_village,1,icemrcambodiacensus_data_2022-05-13_1304_sak,Derived village latitude,Household,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Latitude | Latitude (using stand-alone GPS device),,"variable, derived | variable",,,,SW PACIFIC,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/OBI_0001621,Longitude,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_longitude_village | icemrcambodiacensus_data_2022-05-13_1304_sak::gps_longitude_manual | icemrcambodiacensus_data_2022-05-13_1304_sak::gps_longitude,2,icemrcambodiacensus_data_2022-05-13_1304_sak,Derived village longitude,Household,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Longitude | Longitude (using stand-alone GPS device),,"variable, derived | variable",,,,SW PACIFIC,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/EUPATH_0043203,GEOHASH 1,geohash1,3,,,Household,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,,,"variable, derived",,,,SW PACIFIC,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/EUPATH_0043204,GEOHASH 2,geohash2,4,,,Household,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,,,"variable, derived",,,,SW PACIFIC,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/EUPATH_0043205,GEOHASH 3,geohash3,5,,,Household,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,,,"variable, derived",,,,SW PACIFIC,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/EUPATH_0043206,GEOHASH 4,geohash4,6,,,Household,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,,,"variable, derived",,,,SW PACIFIC,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/EUPATH_0043207,GEOHASH 5,geohash5,7,,,Household,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,,,"variable, derived",,,,SW PACIFIC,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/EUPATH_0043208,GEOHASH 6,geohash6,8,,,Household,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,,,"variable, derived",,,,SW PACIFIC,,,,,everywhere,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,1,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,2,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0020097,Household administrative information,,2,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,,3,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,,4,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,5,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,6,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0058092,Household malaria knowledge,,7,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011995,Household observation details,,8,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,category,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057900,No GPS signal,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_nosignal___1,1,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/EUPATH_0020097,Household administrative information,,,variable,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0058084,Respondant head of household,icemrcambodiacensus_data_2022-05-13_1304_sak::respondent_ishead,2,icemrcambodiacensus_data_2022-05-13_1304_sak,,Household,http://purl.obolibrary.org/obo/EUPATH_0020097,Household administrative information,Is the respondent the head of household?,"0, No | 1, Yes",variable,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0058082,Household malaria prevention knowledge,,1,,,Household,http://purl.obolibrary.org/obo/EUPATH_0058092,Household malaria knowledge,,,multifilter,,,,SW PACIFIC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057729,Other household malaria knowledge source,icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_info_oth,11,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Household,http://purl.obolibrary.org/obo/EUPATH_0058092,Household malaria knowledge,"If ""Other"", specify",,variable,,,,SW PACIFIC,,,,,,,,,,
