variable	variable2	values	mappedTerm	valueOrder
ea_level_dataset::intarm_actual	ea_level_dataset::intarm_actual	RO	RACD only	1
ea_level_dataset::intarm_actual	ea_level_dataset::intarm_actual	RV	RACD with RAVC	2
ea_level_dataset::intarm_actual	ea_level_dataset::intarm_actual	TO	RfMDA only	3
ea_level_dataset::intarm_actual	ea_level_dataset::intarm_actual	TV	RfMDA with RAVC	4
ea_level_dataset::tpe	ea_level_dataset::tpe	0	No	
ea_level_dataset::tpe	ea_level_dataset::tpe	1	Yes	
ea_level_dataset::ravc	ea_level_dataset::ravc	0	No	
ea_level_dataset::ravc	ea_level_dataset::ravc	1	Yes	
ea_level_dataset::ro_v_tv	ea_level_dataset::ro_v_tv	0	No	
ea_level_dataset::ro_v_tv	ea_level_dataset::ro_v_tv	1	Yes	
ea_level_dataset::ea_type	ea_level_dataset::ea_type	Rural	Rural	
ea_level_dataset::ea_type	ea_level_dataset::ea_type	Urban	Urban	
ea_level_dataset::region	ea_level_dataset::region	Caprivi	Caprivi	
ea_level_dataset::constituency	ea_level_dataset::constituency	Kongola	Kongola	
ea_level_dataset::constituency	ea_level_dataset::constituency	Linyanti	Linyanti	
ea_level_dataset::constituency	ea_level_dataset::constituency	Sibbinda	Sibbinda	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.018356889	0.018356889	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.020201517	0.020201517	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.021016255	0.021016255	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.021348624	0.021348624	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.021404356	0.021404356	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.022042828	0.022042828	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.022266444	0.022266444	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.022686193	0.022686193	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.023081452	0.023081452	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.023512512	0.023512512	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.02367612	0.02367612	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.023719521	0.023719521	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.025262838	0.025262838	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.02529515	0.02529515	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.026593776	0.026593776	
ea_level_dataset::meanprecmedianealag2	ea_level_dataset::meanprecmedianealag2	0.026732773	0.026732773	
ea_level_dataset::study_end_date	ea_level_dataset::study_end_date	12/31/17	12/31/17	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	3	3	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	4	4	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	4.5	4.5	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	5	5	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	5.5	5.5	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	6	6	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	6.5	6.5	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	7	7	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	7.5	7.5	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	8	8	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	8.5	8.5	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	9	9	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	9.5	9.5	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	10	10	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	10.5	10.5	
ea_level_dataset::med_households_enrolled_per_intv	ea_level_dataset::med_households_enrolled_per_intv	11	11	
ea_level_dataset::mohss_treated_breeding_sites	ea_level_dataset::mohss_treated_breeding_sites	0	No	
ea_level_dataset::mohss_treated_breeding_sites	ea_level_dataset::mohss_treated_breeding_sites	1	Yes	
ea_level_dataset::mohss_spray	ea_level_dataset::mohss_spray	0	No	
ea_level_dataset::mohss_spray	ea_level_dataset::mohss_spray	1	Yes	
ea_level_dataset::mohss_racd	ea_level_dataset::mohss_racd	0	No	
ea_level_dataset::mohss_racd	ea_level_dataset::mohss_racd	1	Yes	
