file	category	id
ST3ParticipantSample_DATA_2022-01-10_1509	community	villageid
ST3ParticipantSample_DATA_2022-01-10_1509	household	houseid
ST3ParticipantSample_DATA_2022-01-10_1509	participant	uid
ST3ParticipantSample_DATA_2022-01-10_1509	participant repeated measure	uid+redcap_repeat_instance
ST3ParticipantSample_DATA_2022-01-10_1509	sample	{{s}}+uid+redcap_repeat_instance
ST3Questionnaire_DATA_2022-01-10_1508	community	villageid
ST3Questionnaire_DATA_2022-01-10_1508	household	houseid
ST3Questionnaire_DATA_2022-01-10_1508	participant	uid
ST3Questionnaire_DATA_2022-01-10_1508	participant repeated measure	uid+redcap_repeat_instance
ST3Questionnaire_DATA_2022-01-10_1508	sample	{{s}}+uid+redcap_repeat_instance
