IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0049807,Discuss family size with partner,pnc_q71a,1,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71a. Discuss family size with my husband/partner  Jadili kuhusu ukubwa wa familia na mume/Mwenzangu,6 = 6 | 1 = 1 | 9 = 9 | 5 = 5 | 8 = 8 | 7 = 7 | 4 = 4 | 0 = 0 | 3 = 3 | 10 = 10 | 2 = 2,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049816,Bring up the topic of family planning with a health care provider,pnc_q71j,10,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71j. Bring up the topic of family planning with a health care provider  Tambulisha mada ya upangaji uzazi na mhudumu wa Afya,6 = 6 | 10 = 10 | 9 = 9 | 7 = 7 | 0 = 0 | 4 = 4 | 5 = 5 | 1 = 1 | 8 = 8 | 3 = 3 | 2 = 2,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049817,Ask a provider questions I have about family planning methods,pnc_q71k,11,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71k. Ask a provider questions I have about family planning methods  Muulize mhudumu maswali ninayo kuhusu  mbinu za upangaji uzazi,1 = 1 | 10 = 10 | 8 = 8 | 6 = 6 | 4 = 4 | 5 = 5 | 9 = 9 | 7 = 7 | 3 = 3 | 2 = 2 | 0 = 0,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049818,Ask a provider if I'm not sure something I've heard about family planning is true or not,pnc_q71l,12,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71l. Ask a provider if Im not sure something Ive heard about family planning is true or not  such as a potential side effect I have heard from other women  Muulize mhudumu iwapo sina uhakika na ukweli wa jambo fulani kuhusu upangaji uzazi ambalo nimesikia,2 = 2 | 6 = 6 | 10 = 10 | 9 = 9 | 7 = 7 | 0 = 0 | 4 = 4 | 1 = 1 | 5 = 5 | 8 = 8 | 3 = 3,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049819,Ask a provider to clarify something they have told me about family planning,pnc_q71m,13,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71m. Ask a provider to clarify something they have told me about family planning if Im not sure I understand  Muulize mhudumu kufafanua jambo ambalo wameniambia kuhusu upangaji uzazi na ambalo sina uhakika iwapo nimeelewa,3 = 3 | 2 = 2 | 6 = 6 | 0 = 0 | 9 = 9 | 4 = 4 | 10 = 10 | 1 = 1 | 7 = 7 | 5 = 5 | 8 = 8,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049820,Tell a provider what is important to me in choosing a family planning method,pnc_q71n,14,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71n. Tell a provider whats important to me in choosing a family planning method  Mwambie mhudumu ni nini kilicho cha maana kwangu katika kuchagua mbinu ya upangaji uzazi,10 = 10 | 6 = 6 | 1 = 1 | 0 = 0 | 2 = 2 | 9 = 9 | 7 = 7 | 5 = 5 | 3 = 3 | 4 = 4 | 8 = 8,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049821,Have some control over if and when I get pregnant again,pnc_q71o,15,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71o. Have some control over if and when I get pregnant again  Ithibithi iwapo na nitakapopata ujauzito,9 = 9 | 7 = 7 | 4 = 4 | 10 = 10 | 2 = 2 | 8 = 8 | 5 = 5 | 6 = 6 | 3 = 3 | 1 = 1 | 0 = 0,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049822,Choose a family planning method that will work well for me,pnc_q71p,16,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71p. Choose a family planning method that will work well for me  Chagua mbinu ya upangaji uzazi ambayo itakuwa bora kwangu,2 = 2 | 5 = 5 | 3 = 3 | 4 = 4 | 10 = 10 | 1 = 1 | 8 = 8 | 0 = 0 | 6 = 6 | 9 = 9 | 7 = 7,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049823,"Obtain the method of family planning I want, if I want one",pnc_q71q,17,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71q. Obtain the method of family planning I want  if I want one  Pata mbinu ya upangaji uzazi ambayo ninayotaka na iwapo nitataka,2 = 2 | 5 = 5 | 1 = 1 | 8 = 8 | 3 = 3 | 0 = 0 | 6 = 6 | 9 = 9 | 7 = 7 | 4 = 4 | 10 = 10,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049824,Obtain a different method of family planning if the one I want is not available,pnc_q71r,18,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71r. Obtain a different method of family planning if the one I want isnt available  Pata mbinu tofauti ya upangaji uzazi iwapo na ambayo ninaitaka haipatikani,6 = 6 | 9 = 9 | 7 = 7 | 2 = 2 | 5 = 5 | 3 = 3 | 10 = 10 | 1 = 1 | 4 = 4 | 8 = 8 | 0 = 0,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049825,Find solutions to bothersome side effects from family planning or switch methods if needed,pnc_q71s,19,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71s. Find solutions to bothersome side effects from family planning or switch methods if needed because of bothersome side effects  Pata suluhu kwa athari zitokanazo na kutumia njia fulani ya upangaji uzazi au badilisha mbinu iwapo nitahitajika kwa sababu,4 = 4 | 1 = 1 | 2 = 2 | 5 = 5 | 8 = 8 | 0 = 0 | 3 = 3 | 6 = 6 | 9 = 9 | 7 = 7 | 10 = 10,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049808,Discuss with partner if and when would like to get pregnant again,pnc_q71b,2,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71b. Discuss if and when Id like to get pregnant again with my husband/partner  Jadili kuhusu iwapo na lini ningependa kuwa mjamzito tena na mme/mwenzio,3 = 3 | 1 = 1 | 10 = 10 | 2 = 2 | 9 = 9 | 6 = 6 | 5 = 5 | 8 = 8 | 4 = 4 | 0 = 0 | 7 = 7,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049826,Use a family planning method according to instructions to prevent pregnancy,pnc_q71t,20,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71t. Use a family planning method according to instructions to prevent pregnancy  Tumia mbinu ya upangaji uzazi kutegemea maelekezo ili kuzuia kupata ujauzito,5 = 5 | 3 = 3 | 1 = 1 | 10 = 10 | 4 = 4 | 0 = 0 | 8 = 8 | 6 = 6 | 9 = 9 | 7 = 7 | 2 = 2,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049827,Stop using family planning and get pregnant again if and when I want to,pnc_q71u,21,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71u. Stop using family planning and get pregnant again if/when I want to  Sitisha matumizi ya upangaji uzazi na kupata ujauzito tena wakati na iwapo nitataka tena,1 = 1 | 2 = 2 | 0 = 0 | 5 = 5 | 8 = 8 | 3 = 3 | 6 = 6 | 9 = 9 | 7 = 7 | 10 = 10 | 4 = 4,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049809,Discuss specific family planning methods with partner,pnc_q71c,3,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71c. Discuss specific family planning methods with my husband/partner.  Jadili kuhusu mbinu mahususi za upangaji uzazi na mume/mwenzio.,9 = 9 | 6 = 6 | 10 = 10 | 8 = 8 | 3 = 3 | 0 = 0 | 2 = 2 | 5 = 5 | 7 = 7 | 4 = 4 | 1 = 1,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049810,Fully express my opinions about family size and family planning methods with partner,pnc_q71d,4,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71d. Fully express my opinions about family size and family planning methods with my husband/partner  Toa maoni yangu kuhusu ukubwa wa familia na mbinu za upangaji uzazi na mume/mwenzio,5 = 5 | 3 = 3 | 4 = 4 | 1 = 1 | 8 = 8 | 10 = 10 | 2 = 2 | 0 = 0 | 9 = 9 | 6 = 6 | 7 = 7,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049811,Ask partner to use a condom if I want him to,pnc_q71e,5,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71e. Ask my husband/partner to use a condom if I want him to  Kumuuliza mume/mwenza wangu kutumia mpira iwapo ninataka atumie,10 = 10 | 2 = 2 | 1 = 1 | 5 = 5 | 8 = 8 | 9 = 9 | 7 = 7 | 3 = 3 | 0 = 0 | 6 = 6 | 4 = 4,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049812,Reach an agreement with my partner about use of family planning,pnc_q71f,6,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71f. Reach an agreement with my husband/partner about use of family planning that takes my desires into account  Fikia maamuzi  na mume/mwenzaio kuhusu mbinu ya upangaji uzazi ambayo inachukulia mapendeleo yangu maanani,1 = 1 | 10 = 10 | 4 = 4 | 8 = 8 | 0 = 0 | 9 = 9 | 7 = 7 | 2 = 2 | 6 = 6 | 5 = 5 | 3 = 3,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049813,"Choose a family size, time between births, or family planning method that mother in law does not agree with",pnc_q71g,7,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71g. Choose a family size  time between births  or family planning method that my mother in law does not agree with  Chagua ukubwa wa familia  muda kati ya kuzaa  au mbinu ya upangaji uzazi ambayo mama mkwe hakubaliani nayo,1 = 1 | 2 = 2 | 5 = 5 | 8 = 8 | 0 = 0 | 9 = 9 | 7 = 7 | 3 = 3 | 6 = 6 | 10 = 10 | 4 = 4,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049814,Start a family planning method if friends and family might find out,pnc_q71h,8,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71h. Start a family planning method if my friends and family might find out  Anza mbinu ya upangaji uzazi iwapo familia na marafiki wangu watagundua,3 = 3 | 1 = 1 | 10 = 10 | 4 = 4 | 0 = 0 | 8 = 8 | 9 = 9 | 7 = 7 | 2 = 2 | 6 = 6 | 5 = 5,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049815,Continue a family planning method if friends and family found out,pnc_q71i,9,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,71i. Continue a family planning method if my friends and family found out  Endelea na mbinu ya upangaji uzazi iwapo familia na marafiki watafahamu,2 = 2 | 0 = 0 | 5 = 5 | 8 = 8 | 9 = 9 | 7 = 7 | 3 = 3 | 6 = 6 | 10 = 10 | 4 = 4 | 1 = 1,value,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,intervention_control_fac,1,ganc_screening,Intervention or control facility,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Intervention or control facility,1 = Intervention | 2 = Control,variable,,,,GANC,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047025,Attempts done,attempts_done,10,ganc_followup,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047427,PNC attempts made,pnc_attempts,11,ganc_phase2,How many attempts were made by phone to reach this participant for postnatal care survey?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,How many attempts were made by phone to reach this participant,,variable,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047022,Additional strategies to trace participant,additional_strategies | pnc_strategy,12,ganc_phase2 | ganc_followup,Were additional strategies used to trace this participant? Asked in both antenatal care and postnatal care follow-up,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Were additional strategies used to trace this participant?,2 = No | 1 = Yes | 0 = No,variable,yes,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047428,Participant physically traced,physically_traced,13,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Physically traced?,2 = No | 1 = Yes,variable,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047429,Outcome of tracing,tracing_outcome,14,ganc_phase2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Outcome of tracing,1 = Located subject | 2 = Did not locate subject,variable,,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047034,Lost to follow up,person_lost | pnc_person_status,15,ganc_phase2 | ganc_followup,Is this person lost to follow up?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Is this person lost to follow up?,1 = Yes | 0 = No,variable,yes,,,GANC,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047026,Baseline survey complete,baseline_survey_pregnant_women_complete,16,ganc_baseline,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,variable,,,,GANC,,,,,,,,,,
