variable	variable2	values	mappedTerm
callerterminatedcall	callerterminatedcall	0	No
callerterminatedcall	callerterminatedcall	1	Yes
gender	gender	F	Female
gender	gender	M	Male
warmtransferred	warmtransferred	0	No
warmtransferred	warmtransferred	1	Yes
dispositioncode	dispositioncode	-1	Not Known
dispositioncode	dispositioncode	-2	Not Applicable
dispositioncode	dispositioncode	1047	Cough
dispositioncode	dispositioncode	1036	Bringing Up Blood
dispositioncode	dispositioncode	1157	Stoma Problems
dispositioncode	dispositioncode	1171	Tube and Drain Problems
dispositioncode	dispositioncode	1055	Diarrhoea and Vomiting
dispositioncode	dispositioncode	1103	Groin Pain or Groin Swelling
dispositioncode	dispositioncode	1066	Electrical Injury
dispositioncode	dispositioncode	1141	Probable Stroke
dispositioncode	dispositioncode	1088	Fits Within the Last 12 Hours
dispositioncode	dispositioncode	1039	Chest and Upper Back Pain
dispositioncode	dispositioncode	1010	Allergic Reaction
dispositioncode	dispositioncode	1152	"Skin, Rash"
dispositioncode	dispositioncode	1170	Toxic Ingestion/Inhalation/Overdose
dispositioncode	dispositioncode	1050	Deliberate Self-Harm
dispositioncode	dispositioncode	1042	Child Safeguard/Protection or Vulnerable Adult Concern
dispositioncode	dispositioncode	1000	"Abdominal or Flank Injury, Blunt"
dispositioncode	dispositioncode	1002	"Abdominal or Flank Injury, Penetrating"
dispositioncode	dispositioncode	1004	Abdominal Pain
dispositioncode	dispositioncode	1006	"Abdominal, Flank, Groin or Back Pain or Swelling"
dispositioncode	dispositioncode	1061	Drowsiness
dispositioncode	dispositioncode	1062	"Drowsiness, Pregnant"
dispositioncode	dispositioncode	1018	Behaviour Change
dispositioncode	dispositioncode	1034	"Breathing Problems, Breathlessness or Wheeze"
dispositioncode	dispositioncode	1081	Falls or Faints Without Injury
dispositioncode	dispositioncode	1043	Cold or Flu
dispositioncode	dispositioncode	1038	"Burn, Thermal"
dispositioncode	dispositioncode	1040	"Chest or Upper Back Injury, Blunt"
dispositioncode	dispositioncode	1041	"Chest or Upper Back Injury, Penetrating"
dispositioncode	dispositioncode	1052	Dental Injury
dispositioncode	dispositioncode	1054	Diarrhoea
dispositioncode	dispositioncode	1059	Dizziness or Vertigo
dispositioncode	dispositioncode	1060	Dizziness or Vertigo Pregnant
dispositioncode	dispositioncode	1003	"Abdominal or Flank Injury, Penetrating, Pregnant"
dispositioncode	dispositioncode	1135	Pain and/or Frequency Passing Urine
dispositioncode	dispositioncode	1136	"Pain, Frequency and/or Difficulty Passing Urine"
dispositioncode	dispositioncode	1064	Earache
dispositioncode	dispositioncode	1110	"Head, Facial or Neck Injury, Blunt"
dispositioncode	dispositioncode	1111	"Head, Facial or Neck Injury, Penetrating"
dispositioncode	dispositioncode	1084	Fever
dispositioncode	dispositioncode	1089	Flank or Side Pain
dispositioncode	dispositioncode	1161	Teething
dispositioncode	dispositioncode	1045	Constipation
dispositioncode	dispositioncode	1139	Plaster Cast Problems
dispositioncode	dispositioncode	1067	External Fixation Problems
dispositioncode	dispositioncode	1090	"Flank or Side Pain, Pregnant"
dispositioncode	dispositioncode	1104	"Groin Pain or Groin Swelling, Pregnant, Under 20 Weeks"
dispositioncode	dispositioncode	1112	Headache
dispositioncode	dispositioncode	1132	"Nosebleeds, Traumatic"
dispositioncode	dispositioncode	1180	Vomiting Blood
dispositioncode	dispositioncode	1083	Falls Without Injury
dispositioncode	dispositioncode	1005	"Abdominal Pain, Pregnant, Over 20 Weeks"
dispositioncode	dispositioncode	1056	"Diarrhoea or Vomiting, Pregnant, Over 20 Weeks"
dispositioncode	dispositioncode	1105	"Groin Pain or Swelling, Pregnant, Over 20 Weeks"
dispositioncode	dispositioncode	1007	Absent or Missed Period
dispositioncode	dispositioncode	1065	Easy or Unexplained Bruising
dispositioncode	dispositioncode	1106	Hair loss
dispositioncode	dispositioncode	1109	Head Lice
dispositioncode	dispositioncode	1017	Athlete's Foot
dispositioncode	dispositioncode	1133	Numbness or Pins and Needles
dispositioncode	dispositioncode	1146	Sexual Problems or Concerns
dispositioncode	dispositioncode	1154	Sleep Difficulties
dispositioncode	dispositioncode	1155	Social or Domestic Emergency
dispositioncode	dispositioncode	1116	Itch
dispositioncode	dispositioncode	1063	Ear Discharge or Ear Wax
dispositioncode	dispositioncode	1179	Vomiting
dispositioncode	dispositioncode	1113	"Headache, Pregnant"
dispositioncode	dispositioncode	1130	Nasal Congestion
dispositioncode	dispositioncode	1121	Locked Jaw
dispositioncode	dispositioncode	1128	Lower Limb Pain or Swelling
dispositioncode	dispositioncode	1126	Lower Back Pain
dispositioncode	dispositioncode	1148	Sinusitis
dispositioncode	dispositioncode	1032	Breast Problems
dispositioncode	dispositioncode	1028	Breast Lump
dispositioncode	dispositioncode	1182	"Wrist, Hand or Finger Pain or Swelling"
dispositioncode	dispositioncode	1024	Blisters
dispositioncode	dispositioncode	1153	"Skin, Yellow"
dispositioncode	dispositioncode	1008	"Acne, Spots and Pimples"
dispositioncode	dispositioncode	1115	"Hip, Thigh or Buttock Pain or Swelling"
dispositioncode	dispositioncode	1117	Knee or Lower Leg Pain or Swelling
dispositioncode	dispositioncode	1166	Toe Pain or Swelling
dispositioncode	dispositioncode	1049	Coughing up Blood
