IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/PCO_0000024,Household,,1,,,Household,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,MAL-ED 0-60m Cohort,,,,,yes,,,,
http://purl.obolibrary.org/obo/EUPATH_0000167,Bank account,wami_0_5y::fseabank,1,wami_0_5y,"Whether the household had a bank account. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does any member of your household own a bank account?. Source=FSE. yes = 01; no = 00,0 to 1,value,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00000501,Bed,wami_0_5y::fseamatt,2,wami_0_5y,"Whether the household had a bed. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does your household have a mattress?. Source=FSE. yes = 01; no = 00,0 to 1,value,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000586,Chair,wami_0_5y::fseachair2,3,wami_0_5y,"Whether the household had a chair. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does your household have a chair or bench?. Source=FSE. yes = 01; no = 00,0 to 1,value,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000584,Table,wami_0_5y::fseatab,4,wami_0_5y,"Whether the household had a table. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does your household have a table?. Source=FSE. yes = 01; no = 00,0 to 1,value,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000579,Television,wami_0_5y::fseatv,5,wami_0_5y,"Whether the household had a television. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does your household have a television?. Source=FSE. yes = 01; no = 00,0 to 1,value,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,wami_0_5y::fsearef,6,wami_0_5y,"Whether the household had a refrigerator. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Does your household have a refrigerator?. Source=FSE. yes = 01; no = 00,0 to 1,value,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,wami_0_5y::fsefloor,1,wami_0_5y,"Observed main material of the floor. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Main material of the floor (observation). Source=FSE. earth/sand/clay/mud/dung = 01; wood  = 02;  ceramic tiles or vinyl= 03;cement/concrete = 04; other = 05,", 1, 2, 3, 4, 5",variable,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,wami_0_5y::fseroof,2,wami_0_5y,"Observed main material of the roof. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Main material of the roofs (observation). Source=FSE. no roof = 01; thatch = 02; metal = 03; wood = 04; brick = 05;tiles = 06;slate = 07;other = 08,", 1, 2, 3, 4, 5, 6, 7, 8",variable,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,wami_0_5y::fsewall,3,wami_0_5y,"Observed main material of the walls. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Main material of the walls (observation). Source=FSE. no walls = 01;mud = 02;wood = 03;cement/concrete = 04;stone = 05;metal = 06;other = 07,", 1, 2, 3, 4, 5, 6, 7",variable,yes,,,MAL-ED 0-60m Cohort,,,,,,,,,
