IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,1,,,Community,http://www.w3.org/2002/07/owl#Thing,,,,category,,,,LLINE UP Cluster Randomized Trial,,,,,yes,,,,
http://purl.obolibrary.org/obo/EUPATH_0044171,Cluster-level parasite prevalence categorization,hh_18m::ppbaselinecat | hh_06m::ppbaselinecat | hh_12m::ppbaselinecat | hh_00m::ppbaselinecat,1,hh_18m | hh_06m | hh_00m | hh_12m,"Categorization of Plasmodium parasite prevalence in each cluster at baseline (month 0, prior to distribution of long-lasting insecticide-treated bednets (LLINs)).",Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,Baseline parasite prevalence categories,,"variable, derived",,,,LLINE UP Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044174,Cluster-level parasite prevalence,hh_18m::logppb | hh_06m::logppb | hh_12m::logppb | hh_00m::logppb,2,hh_18m | hh_06m | hh_00m | hh_12m,"Log10 of the Plasmodium parasite prevalence in each cluster at baseline (month 0, prior to distribution of long-lasting insecticide-treated bednets (LLINs)).",Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,Baseline cluster level parasite prevalence log10,,"variable, derived",,,,LLINE UP Cluster Randomized Trial,,,,,,Log10,,,
http://purl.obolibrary.org/obo/EUPATH_0044173,Cluster-level mean female Anopheles,hh_18m::loganophelesb | hh_00m::loganophelesb | hh_06m::loganophelesb | hh_12m::loganophelesb,3,hh_18m | hh_06m | hh_00m | hh_12m,"Log10 of the average number of female Anopheline mosquitoes per house in each cluster at baseline (month 0, prior to distribution of long-lasting insecticide-treated bednets (LLINs)).",Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,Mean number of female anopheles per house log10,,"variable, derived",,,,LLINE UP Cluster Randomized Trial,,,,,,Log10,,,
http://purl.obolibrary.org/obo/EUPATH_0044170,Cluster-level mean female Anopheles,hh_06m::anophelesb | hh_12m::anophelesb | hh_18m::anophelesb | hh_00m::anophelesb,4,hh_18m | hh_06m | hh_00m | hh_12m,"Average number of female Anopheline mosquitoes per house in each cluster at baseline (month 0, prior to distribution of long-lasting insecticide-treated bednets (LLINs)).",Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,Cluster level mean number of female anopheles per house at baseline,,"variable, derived",,,,LLINE UP Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044172,Cluster-level anemia prevalence (hemoglobin <11 g/dL),hh_00m::loga11pb | hh_06m::loga11pb | hh_12m::loga11pb | hh_18m::loga11pb,5,hh_18m | hh_06m | hh_00m | hh_12m,"Log10 of the prevalence of anemia (defined as hemoglobin levels less than 11g/dL) in each cluster at baseline (month 0, prior to distribution of long-lasting insecticide-treated bednets (LLINs)).",Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,Baseline cluster level Anemia (<11) prevalence log10,,"variable, derived",,,,LLINE UP Cluster Randomized Trial,,,,,,Log10,,,
http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,,1,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,LLINE UP Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,,2,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,category,,,,LLINE UP Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035024,Cluster ID,hh_18m::cluster | hh_06m::cluster | hh_00m::cluster | hh_12m::cluster,1,hh_18m | hh_06m | hh_00m | hh_12m,"Clusters--defined as one health sub-district--were randomly assigned to one of four study arms. 104 clusters cover 48 districts in Eastern and Western Uganda, and were the unit of randomization for intervention assignment.",Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Cluster Code / Health sub-district number,Cluster codes 001-104,variable,,,,LLINE UP Cluster Randomized Trial,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044154,"Cluster as-treated, dichotomized",hh_12m::llindichpp | hh_18m::llindichpp | hh_06m::llindichpp,2,hh_18m | hh_06m | hh_12m,"The type of long-lasting insecticide-treated bednet (LLIN) received by the cluster during the 2016-2017 Universal Coverage Campaign (UCC), for the as-treated analysis. LLINs were distributed to clusters after the baseline survey was performed at the 0 month ‘Study timepoint’. Clusters received either conventional long-lasting insecticide-treated bednets (LLINs) or LLINs containing piperonyl butoxide (PBO). Conventional LLINs include PermaNet 2.0 and Olyset Net. PBO LLINs include PermaNet 3.0 and Olyset Plus. Certain clusters received a different LLIN type than that which was originally assigned to that cluster (the 'Cluster study arm'). For the as-treated analysis, clusters were grouped by type of LLINs received according to household data from the 6-month study timepoint ('UCC LLIN type'). For clusters with mixed LLIN distribution, the number of LLINs from the dominant type received was divided by the total number of LLINs received in that cluster; non-study nets were excluded. To be included in the as-treated analyses, the proportion of the dominant LLIN had to be more than 75%. 'Cluster as-treated' analyses were presented as the main study findings.",Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Intervention arm dichotomized for per protocol analysis,,variable,,,,LLINE UP Cluster Randomized Trial,,,,,,,,,
