IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/ENVO_01000577,Radio,radio,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Do you have a radio in your house?,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a radio in your house?,"1, Yes | 0, No | 99, Refused to answer",value,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000579,Television,tv,2,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Do you have a television in your house?,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a television in your house?,"1, Yes | 0, No | 99, Refused to answer",value,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000581,Mobile phone,mobile_phone,3,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Do you own a cell phone?,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you own a cell phone?,"1, Yes | 0, No | 99, Refused to answer",value,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,fridge,4,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Do you have a refrigerator in your house?,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a refrigerator in your house?,"1, Yes | 0, No | 99, Refused to answer",value,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,bicycle,5,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Do you have a bicycle?,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a bicycle?,"1, Yes | 0, No | 99, Refused to answer",value,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,motorcycle,6,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Do you have a motorcycle?,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a motorcycle?,"1, Yes | 0, No | 99, Refused to answer",value,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,multifilter,,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,car,7,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Do you have a car?,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a car?,"1, Yes | 0, No | 99, Refused to answer",value,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,employment,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420,What is your type of employment?,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,What is your type of employment?,"1, Casual worker | 2, Permanent | 3, Self-employment | 4, Contract | 5, Unemployed | 6, Monthly stipend only",variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000374,Marital status,,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420,What is your current maRA003l status?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is your current maRA003l status?,,variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,electricity,8,jilinde_peandchvcohort_data_labels_2021-11-29_1420,"Do you have electricity in your house (from solar, power lines or any other source)?",Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,"Do you have electricity in your house (from solar, power lines or any other source)?","1, Yes | 0, No | 99, Refused to answer",value,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0031056,Cluster number,cluster,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Cluster,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Cluster,"1,  Cluster 001 | 2,  Cluster 003 | 3, Cluster 002",variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0048278,Religion,religion,2,jilinde_peandchvcohort_data_labels_2021-11-29_1420,What is your religion?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is your religion?,"1, Christian (protestant) | 2, Christian (catholic) | 3, Muslim | 77, Other",variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0048278,Religion,other_religion,3,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Other specify,,variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051287,County in Kenya,county,2,jilinde_peandchvcohort_data_labels_2021-11-29_1420,County,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,County,"1, County001 | 2, County003 | 3, County002 | 4, County008 | 5, County009 | 6, County010 | 7, County004 | 8, County006 | 9, County007 | 10, County005",variable,,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051850,Total children count,num_children,4,jilinde_peandchvcohort_data_labels_2021-11-29_1420,How many children do you have?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,How many children do you have?,,variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053050,Facility name,fac_name,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Facility Name,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Facility Name,"101, <b style='color:blue'>********Cluster 1 Facilities*********</b> |1, Facility012 | 2, Facility026 | 3, Facility025 | 4, Facility071 | 5, Facility019 | 6, Facility062 | 7, Facility085 | 8, Facility070 | 9, Facility067 | 10, Facility054 | 11, Facility020 | 12, Facility066| 13, Facility060 | 14, Facility061 | 15, Facility065 | 16, Facility069 | 17, Facility053 | 72, Facility018 | 73, Facility009 | 102, <b style='color:blue'>********COUNTY 003 FACILITIES*********</b> | 18, Facility083 | 19, Facility082 | 20, Facility051 | 21, Facility086 | 22, Facility052 | 23, Facility089 | 24, Facility050 | 25, Facility087 | 69, Facility008 | 70, Facility006 | 71, Facility088 | 103, <b style='color:blue'>******** County002*********</b> | 26, Facility048 | 27, Facility047 | 28, Facility049 | 29, Facility001 | 30, Facility004 | 32, Facility002  | 35, Facility064 | 104, <b style='color:blue'>********County 008 Facilities*********</b> | 36, Facility003 | 37, Facility004 | 38, Facility042 | 39, Facility041 | 40, Facility078 | 74, Facility040 | 105, <b style='color:blue'>********COUNTY009 FACILITIES*********</b> | 41, Facility030 | 42, Facility034 | 43, Facility056 | 44, Facility014 | 45, Facility016 | 46, Facility033 | 47, Facility015 | 48, Facility036 | 49, Facility031| 75, Facility033| 76, Facility035 | 77, Facility029 | 78, Facility030 | 79, Facility031| 106, <b style='color:blue'>********COUNTY 010 FACILITIES*********</b> | 50, Facility059 | 51, Facility021 | 52, Facility058 | 53, Facility068 | 54, Facility032 | 107, <b style='color:blue'>********COUNTY004 FACILITIES*********</b> | 55, Facility080 | 56, Facility010 | 57, Facility011| 58, Facility022 | 59, Facility023 | 80, Facility045 | 81, Facility044 | 82, Facility057 | 83, Facility046 | 84, Facility043 | 108, <b style='color:blue'>********County006 FACILITIES*********</b> | 60, i | 61, Facility084 | 62, Facility013 | 63, Facility039 | 85, Facility072 | 86, Facility076 | 87, Facility075 | 88, Facility073 | 89, Facility074 | 109, <b style='color:blue'>********COUNTY007 FACILITIES*********</b> | 64, Facility024 | 65, Facility006 | 90, Facility063 | 91, Facility077 | 110, <b style='color:blue'>********County 005 FACILITIES*********</b> | 66, Facility028 | 67, Facility027 | 68, Facility081 | 92, Other facility not listed",variable,,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053050,Facility name,other_fac,2,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Other facility,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Other facility,,variable,,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053517,Taking PrEP,kpp_q20,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420, Are you currently using PrEP?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,20. Are you currently using PrEP?,"1, Yes | 0, No | 99, Refused",variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054057,Data access group,,3,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Data Access Group,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Data Access Group,,variable,,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054276,Self-defined gender,gender,5,jilinde_peandchvcohort_data_labels_2021-11-29_1420,How do you currently define your gender?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,How do you currently define your gender?,"1, Male | 2, Female | 3, Transgender male | 4, Transgender female | 77, Other | 99, Refused to answer",variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054276,Self-defined gender,other_gender,6,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Other specify,,variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001508,Study timepoint,,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Event Name,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Event Name,,variable,yes,yes,,Jilinde_pe_chv_cohort,,,yes,,,,,,
http://purl.obolibrary.org/obo/OMRSE_00002045,Education level,education,7,jilinde_peandchvcohort_data_labels_2021-11-29_1420,What is the highest level of education you have attained?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is the highest level of education you have attained?,,variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/OMRSE_00002045,Education level,other_education,8,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Other specify,,variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,sex,9,jilinde_peandchvcohort_data_labels_2021-11-29_1420,What is your biological sex (sex at birth)?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is your biological sex (sex at birth)?,"1, Male | 2, Female | 77, Other",variable,,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,other_sex,10,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Other specify,,variable,,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0056523,Date of completion,completion_date,4,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Date of completion,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Date of completion,,variable,,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0056602,Age at last birthday,age,11,jilinde_peandchvcohort_data_labels_2021-11-29_1420,What is your age (in years) since your most recent birthday?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is your age (in years) since your most recent birthday?,,variable,yes,yes,,Jilinde_pe_chv_cohort,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057001,Length to be peer educator/community health volunteer (CHV),years_of_service,12,jilinde_peandchvcohort_data_labels_2021-11-29_1420,How many years have you served as a Peer educator/Community health volunteer (CHV)?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,How many years have you served as a Peer educator/Community health volunteer (CHV)?,,variable,yes,,,Jilinde_pe_chv_cohort,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057002,Complete form of socio demographics,,5,jilinde_peandchvcohort_data_labels_2021-11-29_1420,Complete?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Complete?,,variable,yes,,,Jilinde_pe_chv_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0056541,Attitude towards high risk population,,1,jilinde_peandchvcohort_data_labels_2021-11-29_1420,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,,,multifilter,,,,Jilinde_pe_chv_cohort,,,,,,,,,
