entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/PCO_0000024,Household,,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,,Administrative information
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Demographics
http://purl.obolibrary.org/obo/EUPATH_0015670,Homemade fluid,,Diarrhea treament
http://purl.obolibrary.org/obo/EUPATH_0015671,Intravenous fluids,,Diarrhea treament
http://purl.obolibrary.org/obo/EUPATH_0015672,None prescribed or taken,,Diarrhea treament
http://purl.obolibrary.org/obo/EUPATH_0015673,ORALITE or ORS,,Diarrhea treament
http://purl.obolibrary.org/obo/EUPATH_0010241,Amount offered to drink during diarrheal episode,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010177,Amount offered to eat during diarrheal episode,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015507,Diarrhea in past 2 weeks,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010238,Diarrheal episode duration (days),,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010240,Max loose stools per day,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015508,Moderate to severe diarrhea in past 2 weeks,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010353,Outcome of diarrheal illness,,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010420,Consent for enrollment given,,Eligibility criteria
http://purl.obolibrary.org/obo/OBI_0001627,Country,,Geographic location
http://purl.obolibrary.org/obo/EUPATH_0010159,1st choice facility SHC,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010157,1st choice facility code,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010155,1st choice hospital or health center,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010165,2nd choice facility SHC,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010163,2nd choice facility code,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010161,2nd choice hospital or health center,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010171,3rd choice facility SHC,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010169,3rd choice facility code,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010167,3rd choice hospital or health center,,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010345,Admitted to hospital,,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015550,Hospital admitted 1st choice,,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015703,Hospital admitted 1st choice SHC,,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015551,Hospital admitted 2nd choice,,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015704,Hospital admitted 2nd choice SHC,,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015552,Hospital admitted 3rd choice,,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015705,Hospital admitted 3rd choice SHC,,Hospitalization
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,Household
http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0000720,Caretaker relationship to participant,,Individuals related to participant
http://purl.obolibrary.org/obo/EUPATH_0015400,Age (months),,Observation
http://purl.obolibrary.org/obo/EUPATH_0010367,Age group,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,,Observation
http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,Observation
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015683,Interview date,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0015469,Interview status,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant
http://purl.obolibrary.org/obo/EUPATH_0015547,Diarrheal day sought care at health center,,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0010014,Hospital Center,,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015520,Reason for not seeking care,,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015092,Seek outside care,,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015098,Bought a remedy or drug,,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015094,Friend or relative,,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015097,Licensed practitioner,,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015701,Other hospital or health center,,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015093,Pharmacy,,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015095,Traditional healer,,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015096,Unlicensed practitioner,,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015521,Child did not seem to need care,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015522,Clinic too far from home,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015523,Cost for travel too high,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015524,Cost for treatment too high,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015525,Could not take time off work,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015527,Flood or bad weather,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015528,Not happy with clinical services in area,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015529,Other children at home could not be left alone,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015702,Political unrest,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015530,Unable to find transport,,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015674,Days vomiting during diarrheal illness,,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0015684,Symptoms since illness began or during diarrhea,,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0015675,Worst day vomiting frequency during diarrheal illness,,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0015685,Blood in stools,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015686,Decreased activity or lethargy,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015516,Irritable/less playful,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015687,Measured fever of at least 38C or parental perception,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015513,Rice watery stool,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015514,"Sunken eyes, more than normal",,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015688,Unable to drink or drank poorly,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015689,Very thirsty,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015690,Vomiting 3 or more times per day,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015515,Wrinkled skin,,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015669,Diarrhea treament,,Treatment
