colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
4,studyvisit_num,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0061010,Time since intervention started,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Days after treatment start,%10.0g,,,yes,yes,,NECTAR3,days,http://purl.obolibrary.org/obo/UO_0000033,yes,,,,,,
5,enrol_month_year,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Month/year of enrolment,%9s,,,,yes,,NECTAR3,,,yes,,,,,,
6,month,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0010369,Enrollment month,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,%9.0g,,,,,,NECTAR3,,,,,,,,,
7,year,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0010370,Enrollment year,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,%9.0g,,,,,,NECTAR3,,,,,,,,,
9,arm,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Treatment arm,%9s,,,,,,NECTAR3,,,yes,,,,,,
10,age_cat,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0010367,Age group,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demogrpahics,Age categories (5 years),%9.0g,,,,,,NECTAR3,,,,,,,,,
11,sex_bin,nectar4_181023_cedb,http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demogrpahics,"Sex binary (Female = 0, Male =1)",%9.0g,,,,,,NECTAR3,,,,,,,,,
12,weight,nectar4_181023_cedb,http://purl.obolibrary.org/obo/IAO_0000414,Weight,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Weight in kg,%10.0g,,,,,,NECTAR3,kg,http://purl.obolibrary.org/obo/UO_0000009,,,,,,,
13,hbrsult,nectar4_181023_cedb,http://purl.obolibrary.org/obo/CMO_0000026,Hemoglobin,,Sample,http://purl.obolibrary.org/obo/OBI_0003040,Blood test,hbrsult,%10.0g,,,,,,NECTAR3,g/dL,http://purl.obolibrary.org/obo/UO_0000208,,,,,,,
14,temp,nectar4_181023_cedb,http://purl.obolibrary.org/obo/OBI_0003073,Temperature,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,Temperature in celsius,%10.0g,,,,,,NECTAR3,C,http://purl.obolibrary.org/obo/UO_0000027,,,,,,,
15,mic_pf_asc_ul,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0000550,"Plasmodium falciparum asexual stages, by microscopy result",,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Microscopy Pf asexuals per uL,%9.0g,,,,,,NECTAR3,/uL,http://purl.obolibrary.org/obo/UO_0000316,,,,,,,
16,mic_pf_gct_ul,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0000546,"Plasmodium falciparum gametocytes, by microscopy result",,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Microscopy Pf gametocytes per uL,%9.0g,,,,,,NECTAR3,/uL,http://purl.obolibrary.org/obo/UO_0000316,,,,,,,
17,mic_pf_pos,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Microscopy positivity Pf,%9.0g,,,,,,NECTAR3,,,,,,,,,
18,qrtpcr_gct_ul,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0064201,"Plasmodium gametocytes, by qRT-PCR result",,Sample,http://purl.obolibrary.org/obo/EUPATH_0064201,Raw eukaryota data for blood,qRTPCR total gametocytes per uL,%9.0g,,,,,,NECTAR3,/uL,http://purl.obolibrary.org/obo/UO_0000316,,,,,,,
19,qrtpcr_malgct_ul,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0064204,"Plasmodium male gametocytes, by qRT-PCR result",,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,qRTPCR male gametocytes per uL,%9.0g,,,,,,NECTAR3,/uL,http://purl.obolibrary.org/obo/UO_0000316,,,,,,,
20,qrtpcr_femgct_ul,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0064205,"Plasmodium female gametocytes, by qRT-PCR result",,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,qRTPCR female gametocytes per uL,%9.0g,,,,,,NECTAR3,/uL,http://purl.obolibrary.org/obo/UO_0000316,,,,,,,
21,mosq_total,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0020120,Mosquitoes dissected count,,Sample,http://purl.obolibrary.org/obo/EUPATH_0020239,Membrane feeding,Mosquitoes dissected,%9.0g,,,,,,NECTAR3,,,,,,,,,
22,mosq_pos,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0020242,Mosquitoes with oocysts count,,Sample,http://purl.obolibrary.org/obo/EUPATH_0020239,Membrane feeding,Mosquitoes positive for oocysts,%9.0g,,,,,,NECTAR3,,,,,,,,,
23,mean_ooc_all,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0064202,Mean oocyst in mosquitoes count,,Sample,http://purl.obolibrary.org/obo/EUPATH_0020239,Membrane feeding,Mean oocysts accross all dissected mosquitoes,%9.0g,,,,,,NECTAR3,,,,,,,,,
24,mean_ooc_pos,nectar4_181023_cedb,http://purl.obolibrary.org/obo/EUPATH_0064203,Mean oocyst in infected mosquitoes count,,Sample,http://purl.obolibrary.org/obo/EUPATH_0020239,Membrane feeding,Mean oocysts accross all infected mosquitoes,%9.0g,,,,,,NECTAR3,,,,,,,,,
