IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,,,Community,http://www.w3.org/2002/07/owl#Thing,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044172,Cluster-level anemia prevalence (hemoglobin <11 g/dL),household level data 25m survey_final::loga11pb | household member level data 25m survey_final::loga11pb,,household level data 25m survey_final | household member level data 25m survey_final,"Log10 of the prevalence of anemia (defined as hemoglobin levels less than 11g/dL) in each cluster at baseline (month 0, prior to distribution of long-lasting insecticide-treated bednets (LLINs)).",Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,Baseline cluster level Anemia (<11) prevalence log10,,"variable,derived",,,,llineup25_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044174,Cluster-level parasite prevalence,household level data 25m survey_final::logppb | household member level data 25m survey_final::logppb,,household member level data 25m survey_final | household level data 25m survey_final,"Log10 of the Plasmodium parasite prevalence in each cluster at baseline (month 0, prior to distribution of long-lasting insecticide-treated bednets (LLINs)).",Community,http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,Baseline cluster level parasite prevalence log10,,"variable,derived",,,,llineup25_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044179,District in Uganda,household member level data 25m survey_final::district | household level data 25m survey_final::district,,household member level data 25m survey_final | household level data 25m survey_final,"48 districts in Eastern and Western Uganda were included, covering a wide range of epidemiological settings with varying levels of malaria transmission and insecticide resistance.",Community,http://purl.obolibrary.org/obo/GAZ_00000448,Collection site,,,variable,,,,llineup25_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044120,Health sub-district,household member level data 25m survey_final::health_sub_district | household level data 25m survey_final::health_sub_district,,household level data 25m survey_final | household member level data 25m survey_final,"104 health sub-districts (each serving approximately 100,000 people) cover 48 districts in Eastern and Western Uganda.",Community,http://purl.obolibrary.org/obo/GAZ_00000448,Collection site,,,variable,,,,llineup25_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044180,Region in Uganda,household member level data 25m survey_final::region | household level data 25m survey_final::region,,household member level data 25m survey_final | household level data 25m survey_final,"Because of vectors and suspected differences in insecticide resistance patterns, randomization of intervention assignment was stratified by region. 66 health sub-districts were in Western regions and 38 in Eastern regions, representing approximately half of the country.",Community,http://purl.obolibrary.org/obo/GAZ_00000448,Collection site,Ordered regions of the country,,variable,,,,llineup25_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044169,Baseline cluster-level characteristics,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,Collection site,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,,,,,Community,http://purl.obolibrary.org/obo/EUPATH_0035127,Community,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035024,Cluster ID,household level data 25m survey_final::cluster | household member level data 25m survey_final::cluster,,household member level data 25m survey_final | household level data 25m survey_final,"Clusters--defined as one health sub-district--were randomly assigned to one of four study arms. 104 clusters cover 48 districts in Eastern and Western Uganda, and were the unit of randomization for intervention assignment.",Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Cluster Code / Health sub-district number,Cluster codes 001-104,variable,,,,llineup25_survey,,,,,variableTree,,,,,
