"IRI","label","variable","displayOrder","dataFile","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","repeated","is_temporal","mergeKey","dataSet","replaces","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"http://purl.obolibrary.org/obo/OBI_0001508","Study timepoint","Study_Year","1","Sm_XS","Study year","Participant","http://purl.obolibrary.org/obo/EUPATH_0000310","Observation details","Study Year; Country-wide","1, 2, 3, 4, 5","variable","","yes","","SCORE S. mansoni Cluster Randomized Trial","","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030033","Village study timepoint","village_study_year","1","Sm_XS","Village study year","Community","http://purl.obolibrary.org/obo/EUPATH_0030178","Village observation details","","","variable, derived","yes","yes","yes","SCORE S. mansoni Cluster Randomized Trial","","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/OBI_0003075","Age at enrollment","Age","1","Sm_XS","Age at enrollment into the study","Participant","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","Age (years)","","variable","","yes","","SCORE S. mansoni Cluster Randomized Trial","EUPATH_0000120","years","http://purl.obolibrary.org/obo/UO_0000036","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010734","Hookworm, by microscopy","hook_binary","1","Sm_XS","Presence or absence of hookworm infection in a study participant, based on detection of at least one parasite egg in any of the stool samples. Up to three stool samples were collected per participant on consecutive days. Two slides were prepared from each stool sample using the Kato-Katz method and examined by light microscopy for parasite eggs.","Sample","http://purl.obolibrary.org/obo/EUPATH_0030118","Ancylostomatoidea in stool","","","variable","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010607","Ascaris lumbricoides, by microscopy","asc_binary","1","Sm_XS","Presence or absence of Ascaris lumbricoides infection in a study participant, based on detection of at least one parasite egg in any of the stool samples. Up to three stool samples were collected per participant on consecutive days. Two slides were prepared from each stool sample using the Kato-Katz method and examined by light microscopy for parasite eggs.","Sample","http://purl.obolibrary.org/obo/EUPATH_0030119","Ascaris in stool","","","variable","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030161","Village administrative information","","3","","","Community","http://purl.obolibrary.org/obo/EUPATH_0035127","Community","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","","1","","","Community","http://purl.obolibrary.org/obo/EUPATH_0035127","Community","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030178","Village observation details","","2","","","Community","http://purl.obolibrary.org/obo/EUPATH_0035127","Community","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030001","Village level information","","4","","","Community","http://purl.obolibrary.org/obo/EUPATH_0035127","Community","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/PATO_0000047","Sex","Sex","1","Sm_XS","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","Sex","F=Female, M=Male, N=No Data","variable","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030005","Birth year","YOB","2","Sm_XS","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","Year of Birth","","variable","","yes","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","1930","2010","10",""
"http://purl.obolibrary.org/obo/EUPATH_0000359","Occupation","Occupation","1","Sm_XS","Participant's occupation","Participant","http://purl.obolibrary.org/obo/EUPATH_0000342","Employment","Occupation","In Tanzania: 0 = Schoolchild, 1 = Business, 2 = Fishing, 3= Other, 4 = Farmer and 5 = Teacher","variable","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030025","Schistosoma in stool","","1","","","Sample","http://purl.obolibrary.org/obo/EUPATH_0030117","Eukaryota in stool","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030118","Ancylostomatoidea in stool","","2","","","Sample","http://purl.obolibrary.org/obo/EUPATH_0030117","Eukaryota in stool","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030119","Ascaris in stool","","3","","","Sample","http://purl.obolibrary.org/obo/EUPATH_0030117","Eukaryota in stool","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030120","Trichuris in stool","","4","","","Sample","http://purl.obolibrary.org/obo/EUPATH_0030117","Eukaryota in stool","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/ENVO_00000009","Country","Country_Code","1","Sm_XS","Country in which study was conducted","Community","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","Country in which study was conducted","COT=Cote d'Ivoire; KEN=Kenya; TAN=Tanzania","variable","","","","SCORE S. mansoni Cluster Randomized Trial","ENVO_00000004","","","yes","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","","2","","","Community","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","","","","","",""
"http://purl.obolibrary.org/obo/ENVO_01000773","Village","Village_Name","3","Sm_XS","","Community","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","Village Name","","variable","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","variableTree","","","","",""
"http://purl.obolibrary.org/obo/OBI_0001620","Latitude","Latitude","1","Sm_XS","","Community","http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","Village level; GPS coordinates (latitude and longitude) of schools for each village","","variable","","","","SCORE S. mansoni Cluster Randomized Trial","","degrees","http://purl.obolibrary.org/obo/UO_0000185","","variableTree","","","","",""
"http://purl.obolibrary.org/obo/OBI_0001621","Longitude","Longitude","2","Sm_XS","","Community","http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","Village level; GPS coordinates (latitude and longitude) of schools for each village","","variable","","","","SCORE S. mansoni Cluster Randomized Trial","","degrees","http://purl.obolibrary.org/obo/UO_0000185","","variableTree","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0043203","GEOHASH 1","","3","","","Community","http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","","","variable, derived","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","everywhere","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0043204","GEOHASH 2","","4","","","Community","http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","","","variable, derived","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","everywhere","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0043205","GEOHASH 3","","5","","","Community","http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","","","variable, derived","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","everywhere","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0043206","GEOHASH 4","","6","","","Community","http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","","","variable, derived","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","everywhere","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0043207","GEOHASH 5","","7","","","Community","http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","","","variable, derived","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","everywhere","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0043208","GEOHASH 6","","8","","","Community","http://purl.obolibrary.org/obo/EUPATH_0043212","Geolocation","","","variable, derived","","","","SCORE S. mansoni Cluster Randomized Trial","","","","","everywhere","","","","",""
"http://purl.obolibrary.org/obo/OBI_0003039","Stool microbiology test","","1","","","Sample","http://purl.obolibrary.org/obo/OGMS_0000056","Laboratory test","","","category","","","","SCORE S. mansoni Cluster Randomized Trial","EUPATH_0000724","","","","","","","","",""
