source_id	name	definition	synonyms	Uri	is_obslete
DOID_0050486	exanthem			http://purl.obolibrary.org/obo/DOID_0050486	FALSE
DOID_1074	Renal failure			http://purl.obolibrary.org/obo/DOID_1074	FALSE
DOID_13250	diarrhea			http://purl.obolibrary.org/obo/DOID_13250	FALSE
ENVO_00003064	drinking water			http://purl.obolibrary.org/obo/ENVO_00003064	FALSE
EUPATH_0000001	building material			http://purl.obolibrary.org/obo/EUPATH_0000001	FALSE
EUPATH_0000002	dwelling			http://purl.obolibrary.org/obo/EUPATH_0000002	FALSE
EUPATH_0000003	roof material			http://purl.obolibrary.org/obo/EUPATH_0000003	FALSE
EUPATH_0000019	number of residents in a dwelling			http://purl.obolibrary.org/obo/EUPATH_0000019	FALSE
EUPATH_0000033	glucose 6 phosphate dehydrogenase genotype			http://purl.obolibrary.org/obo/EUPATH_0000033	FALSE
EUPATH_0000038	diagnosis of uncomplicated malaria			http://purl.obolibrary.org/obo/EUPATH_0000038	FALSE
EUPATH_0000043	diagnosis of severe malaria			http://purl.obolibrary.org/obo/EUPATH_0000043	FALSE
EUPATH_0000047	hemoglobin level in gm per dL			http://purl.obolibrary.org/obo/EUPATH_0000047	FALSE
EUPATH_0000057	medication material			http://purl.obolibrary.org/obo/EUPATH_0000057	FALSE
EUPATH_0000058	malaria medication			http://purl.obolibrary.org/obo/EUPATH_0000058	FALSE
EUPATH_0000089	diagnosis of asymptomatic parasitemia			http://purl.obolibrary.org/obo/EUPATH_0000089	FALSE
EUPATH_0000091	clinical visit date			http://purl.obolibrary.org/obo/EUPATH_0000091	FALSE
EUPATH_0000093	dwelling information			http://purl.obolibrary.org/obo/EUPATH_0000093	FALSE
EUPATH_0000094	household identifier			http://purl.obolibrary.org/obo/EUPATH_0000094	FALSE
EUPATH_0000095	human participant identifier			http://purl.obolibrary.org/obo/EUPATH_0000095	FALSE
EUPATH_0000096	study participant information			http://purl.obolibrary.org/obo/EUPATH_0000096	FALSE
EUPATH_0000097	febrile			http://purl.obolibrary.org/obo/EUPATH_0000097	FALSE
EUPATH_0000100	subjective fever			http://purl.obolibrary.org/obo/EUPATH_0000100	FALSE
EUPATH_0000110	organismal body temperature measurement datum			http://purl.obolibrary.org/obo/EUPATH_0000110	FALSE
EUPATH_0000113	age since birth at time of visit			http://purl.obolibrary.org/obo/EUPATH_0000113	FALSE
EUPATH_0000120	age since birth at time of enrollment			http://purl.obolibrary.org/obo/EUPATH_0000120	FALSE
EUPATH_0000144	household asset information			http://purl.obolibrary.org/obo/EUPATH_0000144	FALSE
EUPATH_0000191	number of days from time of participant enrollment in a study until current visit			http://purl.obolibrary.org/obo/EUPATH_0000191	FALSE
EUPATH_0000215	severe anemia			http://purl.obolibrary.org/obo/EUPATH_0000215	FALSE
EUPATH_0000301	summary information about a dwelling			http://purl.obolibrary.org/obo/EUPATH_0000301	FALSE
EUPATH_0000302	information on dwelling facilities			http://purl.obolibrary.org/obo/EUPATH_0000302	FALSE
EUPATH_0000303	information on dwelling physical characteristics			http://purl.obolibrary.org/obo/EUPATH_0000303	FALSE
EUPATH_0000304	socioeconomic factor			http://purl.obolibrary.org/obo/EUPATH_0000304	FALSE
EUPATH_0000306	human genotype information			http://purl.obolibrary.org/obo/EUPATH_0000306	FALSE
EUPATH_0000307	information on participant study details			http://purl.obolibrary.org/obo/EUPATH_0000307	FALSE
EUPATH_0000309	symptom or sign information			http://purl.obolibrary.org/obo/EUPATH_0000309	FALSE
EUPATH_0000310	information on clinical visit details			http://purl.obolibrary.org/obo/EUPATH_0000310	FALSE
EUPATH_0000311	clinical visit type information			http://purl.obolibrary.org/obo/EUPATH_0000311	FALSE
EUPATH_0000317	diagnosis other than malaria			http://purl.obolibrary.org/obo/EUPATH_0000317	FALSE
EUPATH_0000328	clinical visit information			http://purl.obolibrary.org/obo/EUPATH_0000328	FALSE
GAZ_00000448	geographic location			http://purl.obolibrary.org/obo/GAZ_00000448	FALSE
HP_0000952	Jaundice			http://purl.obolibrary.org/obo/HP_0000952	FALSE
HP_0000975	Sweating			http://purl.obolibrary.org/obo/HP_0000975	FALSE
HP_0000980	Paleness			http://purl.obolibrary.org/obo/HP_0000980	FALSE
HP_0001744	Splenomegaly			http://purl.obolibrary.org/obo/HP_0001744	FALSE
HP_0002013	Vomiting			http://purl.obolibrary.org/obo/HP_0002013	FALSE
HP_0002027	Abdominal pain			http://purl.obolibrary.org/obo/HP_0002027	FALSE
HP_0002315	Headache			http://purl.obolibrary.org/obo/HP_0002315	FALSE
HP_0003419	Lower back pain			http://purl.obolibrary.org/obo/HP_0003419	FALSE
HP_0100749	Chest pain			http://purl.obolibrary.org/obo/HP_0100749	FALSE
IAO_0000408	length measurement datum			http://purl.obolibrary.org/obo/IAO_0000408	FALSE
IAO_0000414	mass measurement datum			http://purl.obolibrary.org/obo/IAO_0000414	FALSE
ICEMR_0000001	Animal Information			http://purl.obolibrary.org/obo/ICEMR_0000001	FALSE
ICEMR_0000002	Traveling Details			http://purl.obolibrary.org/obo/ICEMR_0000002	FALSE
ICEMR_0000003	Vector Intervention			http://purl.obolibrary.org/obo/ICEMR_0000003	FALSE
ICEMR_0101031	Address changed?			http://purl.obolibrary.org/obo/ICEMR_0101031	FALSE
ICEMR_0101034	Animals on property			http://purl.obolibrary.org/obo/ICEMR_0101034	FALSE
ICEMR_0101035	# Livestock			http://purl.obolibrary.org/obo/ICEMR_0101035	FALSE
ICEMR_0101036	# Pets/Other			http://purl.obolibrary.org/obo/ICEMR_0101036	FALSE
ICEMR_0101037	Bednet treatment			http://purl.obolibrary.org/obo/ICEMR_0101037	FALSE
ICEMR_0101038	# Bednet (ITN, treated < 6 mo ago)			http://purl.obolibrary.org/obo/ICEMR_0101038	FALSE
ICEMR_0101039	# Bednet (ITN, treated >6 mo ago)			http://purl.obolibrary.org/obo/ICEMR_0101039	FALSE
ICEMR_0101040	# Bednet (Long-lasting ITN)			http://purl.obolibrary.org/obo/ICEMR_0101040	FALSE
ICEMR_0101041	# Bednet  (Untreated)			http://purl.obolibrary.org/obo/ICEMR_0101041	FALSE
ICEMR_0101042	Blood pressure			http://purl.obolibrary.org/obo/ICEMR_0101042	FALSE
ICEMR_0101044	Proximity to case dwelling			http://purl.obolibrary.org/obo/ICEMR_0101044	FALSE
ICEMR_0101046	Filled census form at enrollment?			http://purl.obolibrary.org/obo/ICEMR_0101046	FALSE
ICEMR_0101047	Clinic			http://purl.obolibrary.org/obo/ICEMR_0101047	FALSE
ICEMR_0101048	Clinic location			http://purl.obolibrary.org/obo/ICEMR_0101048	FALSE
ICEMR_0101051	District			http://purl.obolibrary.org/obo/ICEMR_0101051	FALSE
ICEMR_0101052	Division/Ward #			http://purl.obolibrary.org/obo/ICEMR_0101052	FALSE
ICEMR_0101054	Take antimalarial drugs as advised?			http://purl.obolibrary.org/obo/ICEMR_0101054	FALSE
ICEMR_0101055	Take antimalarial drugs?			http://purl.obolibrary.org/obo/ICEMR_0101055	FALSE
ICEMR_0101056	Education level			http://purl.obolibrary.org/obo/ICEMR_0101056	FALSE
ICEMR_0101058	Existing illness			http://purl.obolibrary.org/obo/ICEMR_0101058	FALSE
ICEMR_0101059	Have an existing illness?			http://purl.obolibrary.org/obo/ICEMR_0101059	FALSE
ICEMR_0101060	Fever treatment location			http://purl.obolibrary.org/obo/ICEMR_0101060	FALSE
ICEMR_0101062	Duration of febrile			http://purl.obolibrary.org/obo/ICEMR_0101062	FALSE
ICEMR_0101065	Family head?			http://purl.obolibrary.org/obo/ICEMR_0101065	FALSE
ICEMR_0101070	Hospital registration #			http://purl.obolibrary.org/obo/ICEMR_0101070	FALSE
ICEMR_0101071	Illness now?			http://purl.obolibrary.org/obo/ICEMR_0101071	FALSE
ICEMR_0101072	Indoor residents			http://purl.obolibrary.org/obo/ICEMR_0101072	FALSE
ICEMR_0101073	Freq larvicide in use			http://purl.obolibrary.org/obo/ICEMR_0101073	FALSE
ICEMR_0101074	Malaria in last 12 months?			http://purl.obolibrary.org/obo/ICEMR_0101074	FALSE
ICEMR_0101082	# Asexual parasite			http://purl.obolibrary.org/obo/ICEMR_0101082	FALSE
ICEMR_0101083	# Sexual parasite			http://purl.obolibrary.org/obo/ICEMR_0101083	FALSE
ICEMR_0101084	Parasite species			http://purl.obolibrary.org/obo/ICEMR_0101084	FALSE
ICEMR_0101085	Nationality			http://purl.obolibrary.org/obo/ICEMR_0101085	FALSE
ICEMR_0101086	Occupation			http://purl.obolibrary.org/obo/ICEMR_0101086	FALSE
ICEMR_0101087	Past year diagnosis			http://purl.obolibrary.org/obo/ICEMR_0101087	FALSE
ICEMR_0101088	# Malaria diagnosis past year			http://purl.obolibrary.org/obo/ICEMR_0101088	FALSE
ICEMR_0101089	# Months since malaria diagnosis			http://purl.obolibrary.org/obo/ICEMR_0101089	FALSE
ICEMR_0101090	Antimalarial drug treated?			http://purl.obolibrary.org/obo/ICEMR_0101090	FALSE
ICEMR_0101091	Antimalarial drug treated date			http://purl.obolibrary.org/obo/ICEMR_0101091	FALSE
ICEMR_0101092	Antimalarial drug used			http://purl.obolibrary.org/obo/ICEMR_0101092	FALSE
ICEMR_0101093	Who treated you			http://purl.obolibrary.org/obo/ICEMR_0101093	FALSE
ICEMR_0101094	PCR DNA Source			http://purl.obolibrary.org/obo/ICEMR_0101094	FALSE
ICEMR_0101095	Parasite species by PCR			http://purl.obolibrary.org/obo/ICEMR_0101095	FALSE
ICEMR_0101096	Primary health center			http://purl.obolibrary.org/obo/ICEMR_0101096	FALSE
ICEMR_0101098	Proverty line			http://purl.obolibrary.org/obo/ICEMR_0101098	FALSE
ICEMR_0101099	No illness			http://purl.obolibrary.org/obo/ICEMR_0101099	FALSE
ICEMR_0101104	Falcivax RDT			http://purl.obolibrary.org/obo/ICEMR_0101104	FALSE
ICEMR_0101105	Optimal RDT			http://purl.obolibrary.org/obo/ICEMR_0101105	FALSE
ICEMR_0101106	Personal repellent			http://purl.obolibrary.org/obo/ICEMR_0101106	FALSE
ICEMR_0101107	Resident status			http://purl.obolibrary.org/obo/ICEMR_0101107	FALSE
ICEMR_0101111	Sprayed in last 12 months			http://purl.obolibrary.org/obo/ICEMR_0101111	FALSE
ICEMR_0101112	State of birth			http://purl.obolibrary.org/obo/ICEMR_0101112	FALSE
ICEMR_0101114	Take fever suppressant?			http://purl.obolibrary.org/obo/ICEMR_0101114	FALSE
ICEMR_0101133	Taluk			http://purl.obolibrary.org/obo/ICEMR_0101133	FALSE
ICEMR_0101135	Visited country			http://purl.obolibrary.org/obo/ICEMR_0101135	FALSE
ICEMR_0101136	Visited district			http://purl.obolibrary.org/obo/ICEMR_0101136	FALSE
ICEMR_0101137	Visited state			http://purl.obolibrary.org/obo/ICEMR_0101137	FALSE
ICEMR_0101138	Visited taluk			http://purl.obolibrary.org/obo/ICEMR_0101138	FALSE
ICEMR_0101139	Visited village			http://purl.obolibrary.org/obo/ICEMR_0101139	FALSE
ICEMR_0101140	Travel in last 14 days?			http://purl.obolibrary.org/obo/ICEMR_0101140	FALSE
ICEMR_0101143	Healthcare type			http://purl.obolibrary.org/obo/ICEMR_0101143	FALSE
ICEMR_0101144	Village			http://purl.obolibrary.org/obo/ICEMR_0101144	FALSE
ICEMR_0101147	Zone #			http://purl.obolibrary.org/obo/ICEMR_0101147	FALSE
MEDDRA_10009119	Respiratory distress			http://purl.bioontology.org/ontology/MEDDRA/10009119	FALSE
MEDDRA_10014020	Ear pain			http://purl.bioontology.org/ontology/MEDDRA/10014020	FALSE
MEDDRA_10015958	Eye pain			http://purl.bioontology.org/ontology/MEDDRA/10015958	FALSE
OBI_0100051	specimen			http://purl.obolibrary.org/obo/OBI_0100051	FALSE
OGMS_0000015	clinical history			http://purl.obolibrary.org/obo/OGMS_0000015	FALSE
OGMS_0000018	laboratory finding			http://purl.obolibrary.org/obo/OGMS_0000018	FALSE
OGMS_0000073	diagnosis			http://purl.obolibrary.org/obo/OGMS_0000073	FALSE
OGMS_0000083	Physical Examination			http://purl.obolibrary.org/obo/OGMS_0000083	FALSE
OMIABIS_0000026	Zip code			http://purl.obolibrary.org/obo/OMIABIS_0000026	FALSE
OMIABIS_0000041	Street			http://purl.obolibrary.org/obo/OMIABIS_0000041	FALSE
PATO_0000047	biological sex			http://purl.obolibrary.org/obo/PATO_0000047	FALSE
SNOMEDCT_371632003	Coma			http://purl.bioontology.org/ontology/SNOMEDCT/371632003	FALSE
SNOMEDCT_40541001	Acute pulmonary edema			http://purl.bioontology.org/ontology/SNOMEDCT/40541001	FALSE
SYMP_0000007	Spontaneous bleeding			http://purl.obolibrary.org/obo/SYMP_0000007	FALSE
SYMP_0000099	Aches or pains			http://purl.obolibrary.org/obo/SYMP_0000099	FALSE
SYMP_0000523	anorexia			http://purl.obolibrary.org/obo/SYMP_0000523	FALSE
SYMP_0000610	Dizziness			http://purl.obolibrary.org/obo/SYMP_0000610	FALSE
SYMP_0000614	cough			http://purl.obolibrary.org/obo/SYMP_0000614	FALSE
SYMP_0019174	Chills			http://purl.obolibrary.org/obo/SYMP_0019174	FALSE
SYMP_0019177	fatigue			http://purl.obolibrary.org/obo/SYMP_0019177	FALSE
http://www.w3.org/2002/07/owl#Thing	Thing			http://www.w3.org/2002/07/owl#Thing	FALSE
subClassOf	is a	is a relation		http://www.w3.org/2000/01/rdf-schema#subClassOf	FALSE
synonymOf	synonym	term in data dictionary		http://purl.obolibrary.org/obo/eupath/icemr.owl#synonymOf	FALSE
